,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,33.90032477,23.42016038,23.42016038,15.05577859,13.31381755,17.53581909,17.53581909,16.00472044,14.51423438,17.34146721,17.34146721,17.29978071,19.08700367,16.12957371,16.12957371,15.82482626,17.81385184,15.37819327,15.37819327,12.61266446,14.7704699,13.02691384,13.02691384,11.39318074,9.510387146,10.68455374,10.68455374,11.15344276,10.06563654,10.34205961,10.34205961,10.17039862,8.570399124,8.636739896,8.636739896,10.24463062,9.383395571,8.851519186,8.851519186,12.20222741,9.771957146,9.743773583,9.743773583,11.19758262,9.715985356,9.494170343,9.494170343,8.938299679,8.582848633,8.341318357,8.341318357,8.368974596,8.579739769,8.365013502,8.365013502,7.887587527,8.013081716,7.573476818,7.573476818,8.678079869,8.504048425,8.516583705,8.516583705,8.723272276,7.056287779,7.729769153,7.729769153,11.31958959,7.866685034,9.425239813,9.425239813,12.88831523,9.771437558,11.1957053,11.1957053,16.53284235,11.22844666,13.00677023,13.00677023,14.46953201,11.09694079,12.63462669,12.63462669,12.25686065,11.6668627,11.91147703,11.91147703,14.68648469,12.79664406,15.45500995,15.45500995,15.30812549,16.69202642,18.47623028,18.47623028,10.14862188,7.126690673,9.487462355,9.487462355,17.54933913,13.09838027
1,33.90029427,23.42016038,23.42013558,15.22250166,13.31382307,17.53581909,17.53581645,15.77901099,15.14685872,17.34146721,17.34146576,17.44332222,19.03024861,16.12957371,16.12957754,16.08946582,19.28129066,15.37819327,15.37819186,12.88529649,14.38421789,13.02691384,13.02691304,11.55683848,10.087466,10.68455374,10.68455398,11.18538479,10.30494201,10.34205961,10.34205967,9.987089399,8.719194279,8.636739896,8.636741021,10.24791403,9.452805685,8.851519186,8.851519182,12.37308301,9.957592994,9.743773583,9.743772857,10.89631842,9.858706111,9.494170343,9.494168977,9.047660742,8.74391325,8.341318357,8.341317499,8.239658414,8.889347279,8.365013502,8.365012505,8.426461413,8.286082256,7.573476818,7.573476703,7.831615344,8.495469492,8.516583705,8.516582727,8.844105278,6.972024556,7.729769153,7.729769008,12.4307927,7.538266888,9.425239813,9.425238724,14.0444585,9.058905588,11.1957053,11.19570362,17.67537696,10.45354488,13.00677023,13.00676785,15.20373556,10.31746978,12.63462669,12.63462487,12.69560176,11.34694595,11.91147703,11.91147658,15.21480231,12.32745473,15.45500995,15.45500801,16.36053413,16.73320369,18.47623028,18.47622651,9.830704367,7.013235631,9.487462355,9.487462824,17.44463485,12.22864385
2,33.90029427,23.42016038,23.42013558,15.22250166,13.31382307,17.53581909,17.53581645,15.77901099,15.14685872,17.34146721,17.34146576,17.44332222,19.03024861,16.12957371,16.12957754,16.08946582,19.28129066,15.37819327,15.37819186,12.88529649,14.38421789,13.02691384,13.02691304,11.55683848,10.087466,10.68455374,10.68455398,11.18538479,10.30494201,10.34205961,10.34205967,9.987089399,8.719194279,8.636739896,8.636741021,10.24791403,9.452805685,8.851519186,8.851519182,12.37308301,9.957592994,9.743773583,9.743772857,10.89631842,9.858706111,9.494170343,9.494168977,9.047660742,8.74391325,8.341318357,8.341317499,8.239658414,8.889347279,8.365013502,8.365012505,8.426461413,8.286082256,7.573476818,7.573476703,7.831615344,8.495469492,8.516583705,8.516582727,8.844105278,6.972024556,7.729769153,7.729769008,12.4307927,7.538266888,9.425239813,9.425238724,14.0444585,9.058905588,11.1957053,11.19570362,17.67537696,10.45354488,13.00677023,13.00676785,15.20373556,10.31746978,12.63462669,12.63462487,12.69560176,11.34694595,11.91147703,11.91147658,15.21480231,12.32745473,15.45500995,15.45500801,16.36053413,16.73320369,18.47623028,18.47622651,9.830704367,7.013235631,9.487462355,9.487462824,17.44463485,12.22864385
3,33.90040208,23.42016038,23.42015319,14.47085719,13.31379787,17.53581909,17.53581812,16.54973925,14.59485801,17.34146721,17.3414669,18.90198804,17.26712804,16.12957371,16.12957493,16.8336257,18.66800902,15.37819327,15.3781929,12.96787243,14.28514741,13.02691384,13.0269133,11.27381123,10.18329056,10.68455374,10.68455315,10.43576326,9.924096842,10.34205961,10.34205889,9.295880227,8.539939002,8.636739896,8.636739837,10.30849116,9.542574856,8.851519186,8.851518066,11.82796989,9.979547819,9.743773583,9.743772027,10.78080067,9.984836044,9.494170343,9.494168783,9.18403937,8.794124667,8.341318357,8.341317259,8.373548726,8.73155109,8.365013502,8.365012337,8.074540469,8.371776121,7.573476818,7.573476074,8.33738459,8.535560269,8.516583705,8.516582462,8.566742917,7.311901516,7.729769153,7.729768295,11.73692115,8.27765337,9.425239813,9.425238425,13.17697958,11.60271168,11.1957053,11.19570434,17.75388727,12.56191864,13.00677023,13.00676816,15.19429132,11.99867534,12.63462669,12.63462555,12.56829986,11.70785721,11.91147703,11.91147716,14.83619559,13.28489069,15.45500995,15.45500944,15.68101058,16.07813625,18.47623028,18.47622962,9.656320601,8.23265866,9.487462355,9.487463316,17.54563042,13.35813996
4,28.56594192,20.80009995,22.18372944,13.31379787,14.93369122,18.38022333,17.51366763,16.54283398,12.9939619,17.34146721,17.46356861,18.9851045,17.26156426,16.12957371,16.35932618,17.53056058,18.82207489,15.37819327,15.25776898,12.98066671,14.48409,13.02691384,12.98058989,11.23199194,10.38901464,10.68455374,10.68124959,10.73121979,10.16867433,10.34205961,10.31959056,9.329196267,8.707401535,8.636739896,8.790454031,10.23670101,9.724148262,8.851519186,8.842894855,11.75108537,10.07290537,9.743773583,9.662708366,10.74385893,10.07134529,9.494170343,9.379828607,9.029386862,8.815718278,8.341318357,8.313427038,8.293578115,8.71008737,8.365013502,8.318149362,8.277944767,8.402721907,7.573476818,7.616388454,7.824063497,8.386111481,8.516583705,8.449736257,8.63258025,7.266776362,7.729769153,7.763950201,11.79354701,8.39075268,9.425239813,9.371384328,13.34158095,12.35447426,11.1957053,11.13875881,17.48034847,13.14380188,13.00677023,12.87603756,15.02000877,12.53671513,12.63462669,12.55745159,12.45747294,11.9446454,11.91147703,11.9753206,14.68985867,13.5079615,15.45500995,15.38563092,15.45703718,17.0233779,18.47623028,18.19623596,9.681206984,7.927129387,9.487462355,9.64415882,17.53609641,13.27375773
5,17.75977291,18.32067898,13.31379787,14.93369122,15.84154731,18.83688302,16.96923976,12.9939619,18.07290372,18.21096828,18.01431226,18.835535,19.04793045,16.12957371,18.65556016,16.92863584,25.7408868,15.37819327,14.51568487,13.16045395,15.00774817,13.02691384,12.79176412,11.3495359,10.57955154,10.68455374,11.04324866,10.36592322,10.08744262,10.34205961,10.53944815,9.415391675,8.599402371,8.636739896,9.978861238,10.34945467,9.510350757,8.851519186,8.798795726,12.24486943,10.16440887,9.743773583,9.045571546,10.7267698,10.13871239,9.494170343,8.419686578,9.157661026,8.909217598,8.341318357,8.019803316,8.394422143,9.12994624,8.365013502,7.922627445,8.432072521,8.561937141,7.573476818,7.883929469,7.752065147,8.387086614,8.516583705,8.114989522,8.705271382,7.228210616,7.729769153,8.055195814,12.32564132,8.347678873,9.425239813,9.007306508,13.84776336,11.7787556,11.1957053,10.64688874,17.71683085,12.71236244,13.00677023,11.69852064,15.21469775,12.3432053,12.63462669,11.73146942,12.66491236,11.93899881,11.91147703,12.3192474,15.12144681,13.67386535,15.45500995,14.55482003,16.16553084,17.41428164,18.47623028,15.65559608,9.863334596,8.061389713,9.487462355,11.1890777,17.51850676,13.01722553
6,19.30283954,25.47510604,19.7821922,16.55358457,17.01800399,22.18823737,17.29428641,12.9939619,16.86875072,16.61003071,17.608987,18.6891827,16.94878654,14.67039533,17.18902345,16.2369382,20.25839922,13.30565456,14.89729386,13.11393564,17.93445468,13.02691384,12.75864039,11.27327349,9.989263003,10.68455374,10.89134143,10.39947361,9.825357527,10.34205961,10.44493951,9.13473631,8.339882254,8.636739896,9.19621823,10.15729819,9.320122872,8.851519186,8.91859395,11.99836036,10.13433159,9.743773583,9.571600697,11.17487507,10.12387933,9.494170343,9.099823766,9.325849995,8.898712398,8.341318357,8.235157699,8.418932819,9.061345535,8.365013502,8.210698779,8.363861247,8.520422512,7.573476818,7.70708965,8.38136617,8.521721969,8.516583705,8.323144992,8.57011391,7.42920866,7.729769153,7.860140606,12.08000064,8.56967027,9.425239813,9.286763798,13.53972821,11.70287676,11.1957053,11.01000449,17.95563718,12.82016687,13.00677023,12.5269574,15.35724643,12.53429327,12.63462669,12.31062081,12.7121174,11.16318449,11.91147703,12.0352331,15.08397566,12.21931474,15.45500995,15.09121507,16.07084985,14.78428215,18.47623028,17.47952136,9.750501271,7.729320767,9.487462355,10.04522312,17.50603648,13.59581015
7,19.98963936,16.55358457,16.55358457,17.26345941,18.83688302,18.41153131,12.9939619,19.61089583,18.21096828,18.28690021,18.0975559,19.51092165,16.99508905,15.31036087,19.78622604,18.80287103,16.96453861,12.93809029,14.7808759,13.48560745,14.5767142,12.04540567,12.23140475,11.61596443,11.98743817,10.68455374,10.45420908,10.87906152,10.81628211,10.34205961,9.894957912,9.332019488,9.377099093,8.636739896,10.01316069,10.42434294,10.11084005,8.851519186,9.04698873,11.65808352,10.3313221,9.743773583,8.971630117,10.91814914,10.23131255,9.494170343,8.326834858,9.108133784,9.007722373,8.341318357,8.131407616,8.267643372,8.980104205,8.365013502,7.901252235,8.253959903,8.775319182,7.573476818,8.034602716,7.873327198,8.432318671,8.516583705,7.786377336,8.676116739,7.09203469,7.729769153,8.097299662,11.87960543,8.152838081,9.425239813,8.897905163,13.401395,12.62590359,11.1957053,10.59892156,17.53640344,13.29452677,13.00677023,11.01018848,15.06023618,12.84573525,12.63462669,11.61708499,12.4912724,12.50635624,11.91147703,12.34661714,14.75470212,14.45821256,15.45500995,14.39890952,15.52979562,18.68690675,18.47623028,15.25299272,9.748302888,7.907123652,9.487462355,11.24844355,17.54037241,12.86812019
8,20.38625709,16.55358457,17.26345941,15.48552868,17.59203994,12.9939619,19.61089583,20.61237463,16.20675291,17.6421633,19.51092165,19.04793045,15.45330412,11.80199698,19.10577208,25.7408868,15.37819327,12.20550259,14.20744999,13.69429858,13.75489416,11.47711348,12.17402987,11.93106924,12.27231821,10.03311153,10.23225482,10.43961007,12.79780492,10.24721512,9.441474177,9.712618476,11.17038999,8.636739896,9.65436598,10.42445385,12.19932936,8.851519186,9.089305444,11.43759407,10.47920354,9.743773583,9.062972143,10.74636562,10.2795144,9.494170343,8.521363406,8.872216466,9.047621677,8.341318357,8.174185378,8.185789539,8.838203803,8.365013502,7.93142536,7.977017346,8.699046381,7.573476818,8.026068558,7.836597215,8.337388902,8.516583705,7.770991603,8.476235334,7.114442861,7.729769153,8.101952202,11.43847065,8.146802474,9.425239813,9.002271457,12.94462601,13.77593557,11.1957053,10.82517371,17.65460356,14.05305065,13.00677023,11.39003562,15.07654498,13.34978282,12.63462669,11.9477372,12.35854007,12.95164156,11.91147703,12.7447636,14.31058765,15.13085527,15.45500995,14.76676449,14.74493733,18.91756642,18.47623028,15.30034179,9.50670828,8.145478588,9.487462355,11.23541808,17.60409345,13.39624353
9,18.34088417,15.48364808,14.65500642,17.59203994,19.12347888,26.22782975,20.61237463,16.11713602,16.61003071,19.51092165,19.04793045,15.29549823,14.67039533,15.15767357,25.7408868,17.8297552,13.30565456,14.1338656,14.94441944,14.74241912,13.02691384,9.387012259,12.3056241,12.5686755,10.68455374,7.509024804,10.49242498,11.0627969,10.34205961,7.886314308,9.516521926,10.30631808,9.014240528,7.369914848,9.489324254,9.760835139,9.433010476,8.181957152,8.882692862,11.16007175,13.03993705,9.743773583,8.730962683,10.74161563,12.18846159,9.494170343,8.09925792,8.754097423,9.42599437,8.341318357,8.188063681,8.180836835,9.444088938,8.365013502,7.732326922,8.21901444,9.342611806,7.573476818,8.385809934,7.876119374,8.474606293,8.516583705,7.759370112,8.489676677,6.924453824,7.729769153,8.316905982,11.20587143,7.881397441,9.425239813,8.729122891,12.7354798,12.9967859,11.1957053,10.50821431,16.6230753,13.46019774,13.00677023,10.6000982,14.47640909,13.31196874,12.63462669,11.67183085,11.54221207,13.26103324,11.91147703,13.13673566,15.45675161,15.64568626,15.45500995,14.94959794,15.92457395,20.21916433,18.47623028,14.14667323,10.13239261,7.917316176,9.487462355,12.41506246,17.70591881,13.55756668
