X	Y	P
68.3550 -2.7900 79.4673
69.0525 -2.7900 69.8344
69.7500 -2.7900 100.0192
0.0000 -2.0925 104.7312
0.6975 -2.0925 100.1802
1.3950 -2.0925 101.6945
2.0925 -2.0925 102.7905
2.7900 -2.0925 102.7747
3.4875 -2.0925 98.8883
4.1850 -2.0925 99.4807
4.8825 -2.0925 100.0820
5.5800 -2.0925 100.0228
6.2775 -2.0925 99.8924
6.9750 -2.0925 100.4951
7.6725 -2.0925 101.4193
8.3700 -2.0925 101.6729
9.0675 -2.0925 101.0030
9.7650 -2.0925 100.7185
10.4625 -2.0925 101.7821
11.1600 -2.0925 102.7222
11.8575 -2.0925 101.5978
12.5550 -2.0925 100.4727
13.2525 -2.0925 100.3595
13.9500 -2.0925 100.3684
14.6475 -2.0925 101.9983
15.3450 -2.0925 104.1805
16.0425 -2.0925 103.5595
16.7400 -2.0925 100.9328
17.4375 -2.0925 99.9992
18.1350 -2.0925 101.3308
18.8325 -2.0925 101.6353
19.5300 -2.0925 99.2692
20.2275 -2.0925 97.1865
20.9250 -2.0925 96.6918
21.6225 -2.0925 96.1972
22.3200 -2.0925 98.2816
23.0175 -2.0925 100.5951
23.7150 -2.0925 94.4876
24.4125 -2.0925 86.0974
25.1100 -2.0925 85.9382
25.8075 -2.0925 90.5278
26.5050 -2.0925 96.1709
27.2025 -2.0925 103.0669
27.9000 -2.0925 107.0922
28.5975 -2.0925 105.0058
29.2950 -2.0925 103.8507
29.9925 -2.0925 107.2401
30.6900 -2.0925 110.5745
31.3875 -2.0925 110.0424
32.0850 -2.0925 109.5103
32.7825 -2.0925 106.7246
33.4800 -2.0925 103.5574
34.1775 -2.0925 105.1413
34.8750 -2.0925 108.7936
35.5725 -2.0925 106.5383
36.2700 -2.0925 99.2516
36.9675 -2.0925 95.0902
37.6650 -2.0925 95.8716
38.3625 -2.0925 96.5470
39.0600 -2.0925 96.8985
39.7575 -2.0925 96.7297
40.4550 -2.0925 90.9213
41.1525 -2.0925 85.1127
41.8500 -2.0925 93.7365
42.5475 -2.0925 103.4089
43.2450 -2.0925 103.8693
43.9425 -2.0925 101.7280
44.6400 -2.0925 102.7789
45.3375 -2.0925 105.7111
46.0350 -2.0925 106.5410
46.7325 -2.0925 105.0361
47.4300 -2.0925 103.0144
48.1275 -2.0925 99.9512
48.8250 -2.0925 97.4584
49.5225 -2.0925 97.7013
50.2200 -2.0925 97.8778
50.9175 -2.0925 94.2819
51.6150 -2.0925 90.6859
52.3125 -2.0925 96.6345
53.0100 -2.0925 104.0940
53.7075 -2.0925 101.2242
54.4050 -2.0925 94.1528
55.1025 -2.0925 91.7334
55.8000 -2.0925 92.9909
56.4975 -2.0925 95.9559
57.1950 -2.0925 101.3639
57.8925 -2.0925 105.3483
58.5900 -2.0925 105.2757
59.2875 -2.0925 105.7523
59.9850 -2.0925 110.8844
60.6825 -2.0925 116.0165
61.3800 -2.0925 99.6835
62.0775 -2.0925 102.4586
62.7750 -2.0925 99.0987
63.4725 -2.0925 94.2300
64.1700 -2.0925 92.9349
64.8675 -2.0925 85.6326
65.5650 -2.0925 85.9791
66.2625 -2.0925 94.0000
66.9600 -2.0925 110.1169
67.6575 -2.0925 94.3630
68.3550 -2.0925 79.8114
69.0525 -2.0925 70.1750
69.7500 -2.0925 100.0192
0.0000 -1.3950 105.1327
0.6975 -1.3950 99.5642
1.3950 -1.3950 101.1544
2.0925 -1.3950 102.7436
2.7900 -1.3950 102.7534
3.4875 -1.3950 102.7438
4.1850 -1.3950 99.2911
4.8825 -1.3950 99.9116
