X ,Y ,Z ,AO ,Res ,A ,B ,M ,N 
   25.0000,    0.0000,   -2.2500,    4.5000,  4.470518,    37, 10000,    35,    33,
   26.5000,    0.0000,   -3.3750,    6.7500,  3.868730,    37, 10000,    34,    31,
   28.0000,    0.0000,   -4.5000,    9.0000,  4.560240,    37, 10000,    33,    29,
   29.5000,    0.0000,   -5.6250,   11.2500,  4.750399,    37, 10000,    32,    27,
   31.0000,    0.0000,   -6.7500,   13.5000,  5.087020,    37, 10000,    31,    25,
   32.5000,    0.0000,   -7.8750,   15.7500,  5.239002,    37, 10000,    30,    23,
   34.0000,    0.0000,   -9.0000,   18.0000,  5.231666,    37, 10000,    29,    21,
   35.5000,    0.0000,  -10.1250,   20.2500,  5.757787,    37, 10000,    28,    19,
   37.0000,    0.0000,  -11.2500,   22.5000,  6.722422,    37, 10000,    27,    17,
   38.5000,    0.0000,  -12.3750,   24.7500,  7.075907,    37, 10000,    26,    15,
   40.0000,    0.0000,  -13.5000,   27.0000,  7.651190,    37, 10000,    25,    13,
   41.5000,    0.0000,  -14.6250,   29.2500,  8.456877,    37, 10000,    24,    11,
   43.0000,    0.0000,  -15.7500,   31.5000,  8.867938,    37, 10000,    23,     9,
   44.5000,    0.0000,  -16.8750,   33.7500,  8.877397,    37, 10000,    22,     7,
   46.0000,    0.0000,  -18.0000,   36.0000,  9.233037,    37, 10000,    21,     5,
   47.5000,    0.0000,  -19.1250,   38.2500,  8.844710,    37, 10000,    20,     3,
   49.0000,    0.0000,  -20.2500,   40.5000,  8.624947,    37, 10000,    19,     1,
   22.0000,    0.0000,   -1.1250,    2.2500,  1.292593,    38, 10000,    37,    36,
   23.5000,    0.0000,   -2.2500,    4.5000,  4.016423,    38, 10000,    36,    34,
   25.0000,    0.0000,   -3.3750,    6.7500, 10.022261,    38, 10000,    35,    32,
   26.5000,    0.0000,   -4.5000,    9.0000, 12.152183,    38, 10000,    34,    30,
   28.0000,    0.0000,   -5.6250,   11.2500, 15.153412,    38, 10000,    33,    28,
   29.5000,    0.0000,   -6.7500,   13.5000, 14.826884,    38, 10000,    32,    26,
   31.0000,    0.0000,   -7.8750,   15.7500, 12.601113,    38, 10000,    31,    24,
   32.5000,    0.0000,   -9.0000,   18.0000, 13.620746,    38, 10000,    30,    22,
   34.0000,    0.0000,  -10.1250,   20.2500, 10.376155,    38, 10000,    29,    20,
   35.5000,    0.0000,  -11.2500,   22.5000, 12.566978,    38, 10000,    28,    18,
   37.0000,    0.0000,  -12.3750,   24.7500, 17.930840,    38, 10000,    27,    16,
   38.5000,    0.0000,  -13.5000,   27.0000, 17.238325,    38, 10000,    26,    14,
   40.0000,    0.0000,  -14.6250,   29.2500, 20.669065,    38, 10000,    25,    12,
   41.5000,    0.0000,  -15.7500,   31.5000, 23.014423,    38, 10000,    24,    10,
   43.0000,    0.0000,  -16.8750,   33.7500, 22.988356,    38, 10000,    23,     8,
   44.5000,    0.0000,  -18.0000,   36.0000, 21.782244,    38, 10000,    22,     6,
   46.0000,    0.0000,  -19.1250,   38.2500, 20.688627,    38, 10000,    21,     4,
   47.5000,    0.0000,  -20.2500,   40.5000, 23.424627,    38, 10000,    20,     2,
   20.5000,    0.0000,   -1.1250,    2.2500, 25.152470,    39, 10000,    38,    37,
   22.0000,    0.0000,   -2.2500,    4.5000,  4.934871,    39, 10000,    37,    35,
   23.5000,    0.0000,   -3.3750,    6.7500,  3.916378,    39, 10000,    36,    33,
   25.0000,    0.0000,   -4.5000,    9.0000, 11.844869,    39, 10000,    35,    31,
   26.5000,    0.0000,   -5.6250,   11.2500, 15.732458,    39, 10000,    34,    29,
   28.0000,    0.0000,   -6.7500,   13.5000, 14.395761,    39, 10000,    33,    27,
   29.5000,    0.0000,   -7.8750,   15.7500, 14.556337,    39, 10000,    32,    25,
   31.0000,    0.0000,   -9.0000,   18.0000, 14.117058,    39, 10000,    31,    23,
   32.5000,    0.0000,  -10.1250,   20.2500, 15.255575,    39, 10000,    30,    21,
   34.0000,    0.0000,  -11.2500,   22.5000, 11.441692,    39, 10000,    29,    19,
   35.5000,    0.0000,  -12.3750,   24.7500, 14.770756,    39, 10000,    28,    17,
   37.0000,    0.0000,  -13.5000,   27.0000, 18.206089,    39, 10000,    27,    15,
   38.5000,    0.0000,  -14.6250,   29.2500, 17.399925,    39, 10000,    26,    13,
   40.0000,    0.0000,  -15.7500,   31.5000, 20.151516,    39, 10000,    25,    11,
   41.5000,    0.0000,  -16.8750,   33.7500, 23.429829,    39, 10000,    24,     9,
   43.0000,    0.0000,  -18.0000,   36.0000, 23.077127,    39, 10000,    23,     7,
   44.5000,    0.0000,  -19.1250,   38.2500, 22.062263,    39, 10000,    22,     5,
   46.0000,    0.0000,  -20.2500,   40.5000, 21.090988,    39, 10000,    21,     3,
   47.5000,    0.0000,  -21.3750,   42.7500, 23.299006,    39, 10000,    20,     1,
   19.0000,    0.0000,   -1.1250,    2.2500,  7.641800,    40, 10000,    39,    38,
   20.5000,    0.0000,   -2.2500,    4.5000, 10.815393,    40, 10000,    38,    36,
   22.0000,    0.0000,   -3.3750,    6.7500,  5.198695,    40, 10000,    37,    34,
   23.5000,    0.0000,   -4.5000,    9.0000,  3.756021,    40, 10000,    36,    32,
   25.0000,    0.0000,   -5.6250,   11.2500, 11.864515,    40, 10000,    35,    30,
   26.5000,    0.0000,   -6.7500,   13.5000, 14.208800,    40, 10000,    34,    28,
   28.0000,    0.0000,   -7.8750,   15.7500, 14.498808,    40, 10000,    33,    26,
   29.5000,    0.0000,   -9.0000,   18.0000, 12.389018,    40, 10000,    32,    24,
   31.0000,    0.0000,  -10.1250,   20.2500, 14.071684,    40, 10000,    31,    22,
   32.5000,    0.0000,  -11.2500,   22.5000, 13.388301,    40, 10000,    30,    20,
   34.0000,    0.0000,  -12.3750,   24.7500, 10.636799,    40, 10000,    29,    18,
   35.5000,    0.0000,  -13.5000,   27.0000, 13.024450,    40, 10000,    28,    16,
   37.0000,    0.0000,  -14.6250,   29.2500, 17.810390,    40, 10000,    27,    14,
   38.5000,    0.0000,  -15.7500,   31.5000, 16.677618,    40, 10000,    26,    12,
   40.0000,    0.0000,  -16.8750,   33.7500, 18.717693,    40, 10000,    25,    10,
   41.5000,    0.0000,  -18.0000,   36.0000, 22.145422,    40, 10000,    24,     8,
   43.0000,    0.0000,  -19.1250,   38.2500, 21.635702,    40, 10000,    23,     6,
   44.5000,    0.0000,  -20.2500,   40.5000, 20.796076,    40, 10000,    22,     4,
   46.0000,    0.0000,  -21.3750,   42.7500, 20.078289,    40, 10000,    21,     2,
   17.5000,    0.0000,   -1.1250,    2.2500, 32.109772,    41, 10000,    40,    39,
   19.0000,    0.0000,   -2.2500,    4.5000, 13.011715,    41, 10000,    39,    37,
   20.5000,    0.0000,   -3.3750,    6.7500,  8.132035,    41, 10000,    38,    35,
   22.0000,    0.0000,   -4.5000,    9.0000,  4.389648,    41, 10000,    37,    33,
   23.5000,    0.0000,   -5.6250,   11.2500,  4.523742,    41, 10000,    36,    31,
   25.0000,    0.0000,   -6.7500,   13.5000, 13.453122,    41, 10000,    35,    29,
   26.5000,    0.0000,   -7.8750,   15.7500, 12.118649,    41, 10000,    34,    27,
   28.0000,    0.0000,   -9.0000,   18.0000, 12.942847,    41, 10000,    33,    25,
   29.5000,    0.0000,  -10.1250,   20.2500, 12.446748,    41, 10000,    32,    23,
   31.0000,    0.0000,  -11.2500,   22.5000, 14.071633,    41, 10000,    31,    21,
   32.5000,    0.0000,  -12.3750,   24.7500, 13.146780,    41, 10000,    30,    19,
   34.0000,    0.0000,  -13.5000,   27.0000, 11.567585,    41, 10000,    29,    17,
   35.5000,    0.0000,  -14.6250,   29.2500, 12.317302,    41, 10000,    28,    15,
   37.0000,    0.0000,  -15.7500,   31.5000, 16.451763,    41, 10000,    27,    13,
   38.5000,    0.0000,  -16.8750,   33.7500, 15.171427,    41, 10000,    26,    11,
   40.0000,    0.0000,  -18.0000,   36.0000, 17.684416,    41, 10000,    25,     9,
   41.5000,    0.0000,  -19.1250,   38.2500, 20.427666,    41, 10000,    24,     7,
   43.0000,    0.0000,  -20.2500,   40.5000, 20.207211,    41, 10000,    23,     5,
   44.5000,    0.0000,  -21.3750,   42.7500, 19.501755,    41, 10000,    22,     3,
   46.0000,    0.0000,  -22.5000,   45.0000, 18.553562,    41, 10000,    21,     1,
   16.0000,    0.0000,   -1.1250,    2.2500, 59.022224,    42, 10000,    41,    40,
   17.5000,    0.0000,   -2.2500,    4.5000, 16.458441,    42, 10000,    40,    38,
   19.0000,    0.0000,   -3.3750,    6.7500, 11.476088,    42, 10000,    39,    36,
   20.5000,    0.0000,   -4.5000,    9.0000, 10.009387,    42, 10000,    38,    34,
   22.0000,    0.0000,   -5.6250,   11.2500,  3.749127,    42, 10000,    37,    32,
   23.5000,    0.0000,   -6.7500,   13.5000,  6.329443,    42, 10000,    36,    30,
   25.0000,    0.0000,   -7.8750,   15.7500, 14.420176,    42, 10000,    35,    28,
   26.5000,    0.0000,   -9.0000,   18.0000, 14.332268,    42, 10000,    34,    26,
   28.0000,    0.0000,  -10.1250,   20.2500, 13.046935,    42, 10000,    33,    24,
   29.5000,    0.0000,  -11.2500,   22.5000, 14.200613,    42, 10000,    32,    22,
   31.0000,    0.0000,  -12.3750,   24.7500, 14.308969,    42, 10000,    31,    20,
   32.5000,    0.0000,  -13.5000,   27.0000, 13.798549,    42, 10000,    30,    18,
   34.0000,    0.0000,  -14.6250,   29.2500, 11.430414,    42, 10000,    29,    16,
   35.5000,    0.0000,  -15.7500,   31.5000, 13.777467,    42, 10000,    28,    14,
   37.0000,    0.0000,  -16.8750,   33.7500, 17.607185,    42, 10000,    27,    12,
   38.5000,    0.0000,  -18.0000,   36.0000, 15.836062,    42, 10000,    26,    10,
   40.0000,    0.0000,  -19.1250,   38.2500, 18.817707,    42, 10000,    25,     8,
   41.5000,    0.0000,  -20.2500,   40.5000, 21.348450,    42, 10000,    24,     6,
   43.0000,    0.0000,  -21.3750,   42.7500, 21.049986,    42, 10000,    23,     4,
   44.5000,    0.0000,  -22.5000,   45.0000, 20.345274,    42, 10000,    22,     2,
   14.5000,    0.0000,   -1.1250,    2.2500, 65.871536,    43, 10000,    42,    41,
   16.0000,    0.0000,   -2.2500,    4.5000, 18.060722,    43, 10000,    41,    39,
   17.5000,    0.0000,   -3.3750,    6.7500, 16.573082,    43, 10000,    40,    37,
   19.0000,    0.0000,   -4.5000,    9.0000,  8.340418,    43, 10000,    39,    35,
   20.5000,    0.0000,   -5.6250,   11.2500,  9.564441,    43, 10000,    38,    33,
   22.0000,    0.0000,   -6.7500,   13.5000,  1.978104,    43, 10000,    37,    31,
   23.5000,    0.0000,   -7.8750,   15.7500,  7.468272,    43, 10000,    36,    29,
   25.0000,    0.0000,   -9.0000,   18.0000, 11.453576,    43, 10000,    35,    27,
   26.5000,    0.0000,  -10.1250,   20.2500, 11.815149,    43, 10000,    34,    25,
   28.0000,    0.0000,  -11.2500,   22.5000, 11.980361,    43, 10000,    33,    23,
   29.5000,    0.0000,  -12.3750,   24.7500, 12.974760,    43, 10000,    32,    21,
   31.0000,    0.0000,  -13.5000,   27.0000, 12.923969,    43, 10000,    31,    19,
   32.5000,    0.0000,  -14.6250,   29.2500, 13.168770,    43, 10000,    30,    17,
   34.0000,    0.0000,  -15.7500,   31.5000, 10.567266,    43, 10000,    29,    15,
   35.5000,    0.0000,  -16.8750,   33.7500, 12.250001,    43, 10000,    28,    13,
   37.0000,    0.0000,  -18.0000,   36.0000, 14.994576,    43, 10000,    27,    11,
   38.5000,    0.0000,  -19.1250,   38.2500, 14.339801,    43, 10000,    26,     9,
   40.0000,    0.0000,  -20.2500,   40.5000, 16.406546,    43, 10000,    25,     7,
   41.5000,    0.0000,  -21.3750,   42.7500, 18.393410,    43, 10000,    24,     5,
   43.0000,    0.0000,  -22.5000,   45.0000, 18.175198,    43, 10000,    23,     3,
   44.5000,    0.0000,  -23.6250,   47.2500, 17.494062,    43, 10000,    22,     1,
   13.0000,    0.0000,   -1.1250,    2.2500, 44.418701,    44, 10000,    43,    42,
   14.5000,    0.0000,   -2.2500,    4.5000, 18.341375,    44, 10000,    42,    40,
   16.0000,    0.0000,   -3.3750,    6.7500, 11.117182,    44, 10000,    41,    38,
   17.5000,    0.0000,   -4.5000,    9.0000, 13.570737,    44, 10000,    40,    36,
   19.0000,    0.0000,   -5.6250,   11.2500,  9.829906,    44, 10000,    39,    34,
   20.5000,    0.0000,   -6.7500,   13.5000, 11.296366,    44, 10000,    38,    32,
   22.0000,    0.0000,   -7.8750,   15.7500,  1.705274,    44, 10000,    37,    30,
   23.5000,    0.0000,   -9.0000,   18.0000,  7.921496,    44, 10000,    36,    28,
   25.0000,    0.0000,  -10.1250,   20.2500, 13.602916,    44, 10000,    35,    26,
   26.5000,    0.0000,  -11.2500,   22.5000, 12.305586,    44, 10000,    34,    24,
   28.0000,    0.0000,  -12.3750,   24.7500, 13.996591,    44, 10000,    33,    22,
   29.5000,    0.0000,  -13.5000,   27.0000, 13.792828,    44, 10000,    32,    20,
   31.0000,    0.0000,  -14.6250,   29.2500, 14.057540,    44, 10000,    31,    18,
   32.5000,    0.0000,  -15.7500,   31.5000, 13.732130,    44, 10000,    30,    16,
   34.0000,    0.0000,  -16.8750,   33.7500, 11.648463,    44, 10000,    29,    14,
   35.5000,    0.0000,  -18.0000,   36.0000, 13.424444,    44, 10000,    28,    12,
   37.0000,    0.0000,  -19.1250,   38.2500, 16.188562,    44, 10000,    27,    10,
   38.5000,    0.0000,  -20.2500,   40.5000, 15.710808,    44, 10000,    26,     8,
   40.0000,    0.0000,  -21.3750,   42.7500, 17.864056,    44, 10000,    25,     6,
   41.5000,    0.0000,  -22.5000,   45.0000, 20.191788,    44, 10000,    24,     4,
   43.0000,    0.0000,  -23.6250,   47.2500, 20.001024,    44, 10000,    23,     2,
   11.5000,    0.0000,   -1.1250,    2.2500,122.995781,    45, 10000,    44,    43,
   13.0000,    0.0000,   -2.2500,    4.5000, 24.849705,    45, 10000,    43,    41,
   14.5000,    0.0000,   -3.3750,    6.7500, 13.866715,    45, 10000,    42,    39,
   16.0000,    0.0000,   -4.5000,    9.0000, 11.721737,    45, 10000,    41,    37,
   17.5000,    0.0000,   -5.6250,   11.2500,  7.439490,    45, 10000,    40,    35,
   19.0000,    0.0000,   -6.7500,   13.5000,  6.797367,    45, 10000,    39,    33,
   20.5000,    0.0000,   -7.8750,   15.7500,  7.547226,    45, 10000,    38,    31,
   22.0000,    0.0000,   -9.0000,   18.0000,  1.480958,    45, 10000,    37,    29,
   23.5000,    0.0000,  -10.1250,   20.2500,  5.172256,    45, 10000,    36,    27,
   25.0000,    0.0000,  -11.2500,   22.5000,  7.849723,    45, 10000,    35,    25,
   26.5000,    0.0000,  -12.3750,   24.7500,  8.058411,    45, 10000,    34,    23,
   28.0000,    0.0000,  -13.5000,   27.0000,  8.554989,    45, 10000,    33,    21,
   29.5000,    0.0000,  -14.6250,   29.2500,  8.948882,    45, 10000,    32,    19,
   31.0000,    0.0000,  -15.7500,   31.5000,  9.304896,    45, 10000,    31,    17,
   32.5000,    0.0000,  -16.8750,   33.7500,  9.459839,    45, 10000,    30,    15,
   34.0000,    0.0000,  -18.0000,   36.0000,  9.014653,    45, 10000,    29,    13,
   35.5000,    0.0000,  -19.1250,   38.2500,  9.875373,    45, 10000,    28,    11,
   37.0000,    0.0000,  -20.2500,   40.5000, 10.895517,    45, 10000,    27,     9,
   38.5000,    0.0000,  -21.3750,   42.7500, 11.178649,    45, 10000,    26,     7,
   40.0000,    0.0000,  -22.5000,   45.0000, 12.012209,    45, 10000,    25,     5,
   41.5000,    0.0000,  -23.6250,   47.2500, 12.441360,    45, 10000,    24,     3,
   43.0000,    0.0000,  -24.7500,   49.5000, 12.522273,    45, 10000,    23,     1,
   10.0000,    0.0000,   -1.1250,    2.2500,105.631393,    46, 10000,    45,    44,
   11.5000,    0.0000,   -2.2500,    4.5000, 25.018562,    46, 10000,    44,    42,
   13.0000,    0.0000,   -3.3750,    6.7500,  8.415048,    46, 10000,    43,    40,
   14.5000,    0.0000,   -4.5000,    9.0000,  7.211942,    46, 10000,    42,    38,
   16.0000,    0.0000,   -5.6250,   11.2500,  8.779814,    46, 10000,    41,    36,
   17.5000,    0.0000,   -6.7500,   13.5000,  7.580689,    46, 10000,    40,    34,
   19.0000,    0.0000,   -7.8750,   15.7500,  7.462607,    46, 10000,    39,    32,
   20.5000,    0.0000,   -9.0000,   18.0000,  8.254895,    46, 10000,    38,    30,
   22.0000,    0.0000,  -10.1250,   20.2500,  1.453352,    46, 10000,    37,    28,
   23.5000,    0.0000,  -11.2500,   22.5000,  5.734023,    46, 10000,    36,    26,
   25.0000,    0.0000,  -12.3750,   24.7500,  8.319611,    46, 10000,    35,    24,
   26.5000,    0.0000,  -13.5000,   27.0000,  8.976853,    46, 10000,    34,    22,
   28.0000,    0.0000,  -14.6250,   29.2500,  9.369176,    46, 10000,    33,    20,
   29.5000,    0.0000,  -15.7500,   31.5000,  9.528563,    46, 10000,    32,    18,
   31.0000,    0.0000,  -16.8750,   33.7500, 10.032632,    46, 10000,    31,    16,
   32.5000,    0.0000,  -18.0000,   36.0000, 10.026423,    46, 10000,    30,    14,
   34.0000,    0.0000,  -19.1250,   38.2500,  9.449761,    46, 10000,    29,    12,
   35.5000,    0.0000,  -20.2500,   40.5000, 10.404356,    46, 10000,    28,    10,
   37.0000,    0.0000,  -21.3750,   42.7500, 11.902277,    46, 10000,    27,     8,
   38.5000,    0.0000,  -22.5000,   45.0000, 11.874705,    46, 10000,    26,     6,
   40.0000,    0.0000,  -23.6250,   47.2500, 12.859263,    46, 10000,    25,     4,
   41.5000,    0.0000,  -24.7500,   49.5000, 13.451392,    46, 10000,    24,     2,
    8.5000,    0.0000,   -1.1250,    2.2500,182.016113,    47, 10000,    46,    45,
   10.0000,    0.0000,   -2.2500,    4.5000, 50.275311,    47, 10000,    45,    43,
   11.5000,    0.0000,   -3.3750,    6.7500, 13.492376,    47, 10000,    44,    41,
   13.0000,    0.0000,   -4.5000,    9.0000,  7.413008,    47, 10000,    43,    39,
   14.5000,    0.0000,   -5.6250,   11.2500, 10.522081,    47, 10000,    42,    37,
   16.0000,    0.0000,   -6.7500,   13.5000,  7.816881,    47, 10000,    41,    35,
   17.5000,    0.0000,   -7.8750,   15.7500,  8.045519,    47, 10000,    40,    33,
   19.0000,    0.0000,   -9.0000,   18.0000,  7.908451,    47, 10000,    39,    31,
   20.5000,    0.0000,  -10.1250,   20.2500,  9.091789,    47, 10000,    38,    29,
   22.0000,    0.0000,  -11.2500,   22.5000,  1.606498,    47, 10000,    37,    27,
   23.5000,    0.0000,  -12.3750,   24.7500,  5.851461,    47, 10000,    36,    25,
   25.0000,    0.0000,  -13.5000,   27.0000,  8.638003,    47, 10000,    35,    23,
   26.5000,    0.0000,  -14.6250,   29.2500,  9.252774,    47, 10000,    34,    21,
   28.0000,    0.0000,  -15.7500,   31.5000,  9.713986,    47, 10000,    33,    19,
   29.5000,    0.0000,  -16.8750,   33.7500,  9.958570,    47, 10000,    32,    17,
   31.0000,    0.0000,  -18.0000,   36.0000, 10.281185,    47, 10000,    31,    15,
   32.5000,    0.0000,  -19.1250,   38.2500, 10.283224,    47, 10000,    30,    13,
   34.0000,    0.0000,  -20.2500,   40.5000, 10.039904,    47, 10000,    29,    11,
   35.5000,    0.0000,  -21.3750,   42.7500, 10.755971,    47, 10000,    28,     9,
   37.0000,    0.0000,  -22.5000,   45.0000, 11.986843,    47, 10000,    27,     7,
   38.5000,    0.0000,  -23.6250,   47.2500, 12.274829,    47, 10000,    26,     5,
   40.0000,    0.0000,  -24.7500,   49.5000, 12.755931,    47, 10000,    25,     3,
   41.5000,    0.0000,  -25.8750,   51.7500, 13.420511,    47, 10000,    24,     1,
    7.0000,    0.0000,   -1.1250,    2.2500, 80.470467,    48, 10000,    47,    46,
    8.5000,    0.0000,   -2.2500,    4.5000, 61.369736,    48, 10000,    46,    44,
   10.0000,    0.0000,   -3.3750,    6.7500, 19.690729,    48, 10000,    45,    42,
   11.5000,    0.0000,   -4.5000,    9.0000,  9.531228,    48, 10000,    44,    40,
   13.0000,    0.0000,   -5.6250,   11.2500,  7.590345,    48, 10000,    43,    38,
   14.5000,    0.0000,   -6.7500,   13.5000,  9.459896,    48, 10000,    42,    36,
   16.0000,    0.0000,   -7.8750,   15.7500,  8.369985,    48, 10000,    41,    34,
   17.5000,    0.0000,   -9.0000,   18.0000,  9.123448,    48, 10000,    40,    32,
   19.0000,    0.0000,  -10.1250,   20.2500,  9.226324,    48, 10000,    39,    30,
   20.5000,    0.0000,  -11.2500,   22.5000, 10.152216,    48, 10000,    38,    28,
   22.0000,    0.0000,  -12.3750,   24.7500,  1.849591,    48, 10000,    37,    26,
   23.5000,    0.0000,  -13.5000,   27.0000,  6.102883,    48, 10000,    36,    24,
   25.0000,    0.0000,  -14.6250,   29.2500,  9.919921,    48, 10000,    35,    22,
   26.5000,    0.0000,  -15.7500,   31.5000, 10.325683,    48, 10000,    34,    20,
   28.0000,    0.0000,  -16.8750,   33.7500, 10.706586,    48, 10000,    33,    18,
   29.5000,    0.0000,  -18.0000,   36.0000, 11.033851,    48, 10000,    32,    16,
   31.0000,    0.0000,  -19.1250,   38.2500, 11.354814,    48, 10000,    31,    14,
   32.5000,    0.0000,  -20.2500,   40.5000, 11.349115,    48, 10000,    30,    12,
   34.0000,    0.0000,  -21.3750,   42.7500, 10.722240,    48, 10000,    29,    10,
   35.5000,    0.0000,  -22.5000,   45.0000, 11.675472,    48, 10000,    28,     8,
   37.0000,    0.0000,  -23.6250,   47.2500, 13.174295,    48, 10000,    27,     6,
   38.5000,    0.0000,  -24.7500,   49.5000, 13.213176,    48, 10000,    26,     4,
   40.0000,    0.0000,  -25.8750,   51.7500, 13.897138,    48, 10000,    25,     2,
   74.5000,    0.0000,   -1.1250,    2.2500, 14.987404,     1, 10000,     2,     3,
   73.0000,    0.0000,   -2.2500,    4.5000,  8.962537,     1, 10000,     3,     5,
   71.5000,    0.0000,   -3.3750,    6.7500, 10.828983,     1, 10000,     4,     7,
   70.0000,    0.0000,   -4.5000,    9.0000, 12.999557,     1, 10000,     5,     9,
   68.5000,    0.0000,   -5.6250,   11.2500, 13.311427,     1, 10000,     6,    11,
   67.0000,    0.0000,   -6.7500,   13.5000, 15.374699,     1, 10000,     7,    13,
   65.5000,    0.0000,   -7.8750,   15.7500, 15.904422,     1, 10000,     8,    15,
   64.0000,    0.0000,   -9.0000,   18.0000, 17.021681,     1, 10000,     9,    17,
   62.5000,    0.0000,  -10.1250,   20.2500, 15.838935,     1, 10000,    10,    19,
   61.0000,    0.0000,  -11.2500,   22.5000, 16.348509,     1, 10000,    11,    21,
   59.5000,    0.0000,  -12.3750,   24.7500, 12.270494,     1, 10000,    12,    23,
   58.0000,    0.0000,  -13.5000,   27.0000, 11.733335,     1, 10000,    13,    25,
   56.5000,    0.0000,  -14.6250,   29.2500, 10.171089,     1, 10000,    14,    27,
   55.0000,    0.0000,  -15.7500,   31.5000, 12.819232,     1, 10000,    15,    29,
   53.5000,    0.0000,  -16.8750,   33.7500, 10.527668,     1, 10000,    16,    31,
   52.0000,    0.0000,  -18.0000,   36.0000,  8.765015,     1, 10000,    17,    33,
   50.5000,    0.0000,  -19.1250,   38.2500,  9.991582,     1, 10000,    18,    35,
   49.0000,    0.0000,  -20.2500,   40.5000, 13.328540,     1, 10000,    19,    37,
   47.5000,    0.0000,  -21.3750,   42.7500, 10.548202,     1, 10000,    20,    39,
   46.0000,    0.0000,  -22.5000,   45.0000,  9.653324,     1, 10000,    21,    41,
   44.5000,    0.0000,  -23.6250,   47.2500, 10.842269,     1, 10000,    22,    43,
   43.0000,    0.0000,  -24.7500,   49.5000, 12.490860,     1, 10000,    23,    45,
   41.5000,    0.0000,  -25.8750,   51.7500, 13.550197,     1, 10000,    24,    47,
   73.0000,    0.0000,   -1.1250,    2.2500, 10.291435,     2, 10000,     3,     4,
   71.5000,    0.0000,   -2.2500,    4.5000,  9.317997,     2, 10000,     4,     6,
   70.0000,    0.0000,   -3.3750,    6.7500, 11.337502,     2, 10000,     5,     8,
   68.5000,    0.0000,   -4.5000,    9.0000, 11.794812,     2, 10000,     6,    10,
   67.0000,    0.0000,   -5.6250,   11.2500, 14.558688,     2, 10000,     7,    12,
   65.5000,    0.0000,   -6.7500,   13.5000, 15.724524,     2, 10000,     8,    14,
   64.0000,    0.0000,   -7.8750,   15.7500, 15.697215,     2, 10000,     9,    16,
   62.5000,    0.0000,   -9.0000,   18.0000, 15.478345,     2, 10000,    10,    18,
   61.0000,    0.0000,  -10.1250,   20.2500, 15.078362,     2, 10000,    11,    20,
   59.5000,    0.0000,  -11.2500,   22.5000, 12.215163,     2, 10000,    12,    22,
   58.0000,    0.0000,  -12.3750,   24.7500, 11.831189,     2, 10000,    13,    24,
   56.5000,    0.0000,  -13.5000,   27.0000, 10.618600,     2, 10000,    14,    26,
   55.0000,    0.0000,  -14.6250,   29.2500, 11.847145,     2, 10000,    15,    28,
   53.5000,    0.0000,  -15.7500,   31.5000, 10.744701,     2, 10000,    16,    30,
   52.0000,    0.0000,  -16.8750,   33.7500,  8.731623,     2, 10000,    17,    32,
   50.5000,    0.0000,  -18.0000,   36.0000,  9.714631,     2, 10000,    18,    34,
   49.0000,    0.0000,  -19.1250,   38.2500, 11.363014,     2, 10000,    19,    36,
   47.5000,    0.0000,  -20.2500,   40.5000, 10.273423,     2, 10000,    20,    38,
   46.0000,    0.0000,  -21.3750,   42.7500,  8.977528,     2, 10000,    21,    40,
   44.5000,    0.0000,  -22.5000,   45.0000, 10.344624,     2, 10000,    22,    42,
   43.0000,    0.0000,  -23.6250,   47.2500, 11.501337,     2, 10000,    23,    44,
   41.5000,    0.0000,  -24.7500,   49.5000, 13.308202,     2, 10000,    24,    46,
   40.0000,    0.0000,  -25.8750,   51.7500, 13.876175,     2, 10000,    25,    48,
   71.5000,    0.0000,   -1.1250,    2.2500,  9.179229,     3, 10000,     4,     5,
   70.0000,    0.0000,   -2.2500,    4.5000, 11.252596,     3, 10000,     5,     7,
   68.5000,    0.0000,   -3.3750,    6.7500, 11.225947,     3, 10000,     6,     9,
   67.0000,    0.0000,   -4.5000,    9.0000, 13.002229,     3, 10000,     7,    11,
   65.5000,    0.0000,   -5.6250,   11.2500, 15.765685,     3, 10000,     8,    13,
   64.0000,    0.0000,   -6.7500,   13.5000, 16.045023,     3, 10000,     9,    15,
   62.5000,    0.0000,   -7.8750,   15.7500, 16.963055,     3, 10000,    10,    17,
   61.0000,    0.0000,   -9.0000,   18.0000, 15.947000,     3, 10000,    11,    19,
   59.5000,    0.0000,  -10.1250,   20.2500, 13.457745,     3, 10000,    12,    21,
   58.0000,    0.0000,  -11.2500,   22.5000, 12.968953,     3, 10000,    13,    23,
   56.5000,    0.0000,  -12.3750,   24.7500, 10.599343,     3, 10000,    14,    25,
   55.0000,    0.0000,  -13.5000,   27.0000, 11.743288,     3, 10000,    15,    27,
   53.5000,    0.0000,  -14.6250,   29.2500, 12.676911,     3, 10000,    16,    29,
   52.0000,    0.0000,  -15.7500,   31.5000,  9.213668,     3, 10000,    17,    31,
   50.5000,    0.0000,  -16.8750,   33.7500, 10.084206,     3, 10000,    18,    33,
   49.0000,    0.0000,  -18.0000,   36.0000, 10.563561,     3, 10000,    19,    35,
   47.5000,    0.0000,  -19.1250,   38.2500, 14.286547,     3, 10000,    20,    37,
   46.0000,    0.0000,  -20.2500,   40.5000,  8.785732,     3, 10000,    21,    39,
   44.5000,    0.0000,  -21.3750,   42.7500, 10.880084,     3, 10000,    22,    41,
