    0.0057,   40.4853,   23.2265,   28.9425,   74.0304,  111.9379,  141.3002,  240.3306,  139.7510,  103.2046,  124.2682,  157.2536,  135.6221,  200.4036,  223.1265,  171.6810,  158.4531,  191.6699,  181.4393,  144.2946,  121.2469,  206.7790,  213.0311,  251.6928,   42.8653,   90.4205,   38.6961,   49.0415,   85.2002,  108.0741,  136.3467,  236.3108,  253.1415,  150.9869,  135.6239,  247.0064,  243.2066,  204.0045,  203.2349,  195.2680,  245.6564,  222.8401,   43.7787,  247.7370,  117.8881,    4.9217,  153.7267,  146.1271,  124.6490,
    0.0144,   40.4853,   23.2272,   28.9450,   74.0411,  111.9389,  141.3009,  240.3320,  139.7556,  103.2110,  124.2725,  157.2597,  135.6236,  200.4057,  223.1251,  171.6818,  158.4563,  191.6699,  181.4414,  144.3000,  121.2587,  206.7872,  213.0400,  251.7017,   42.8714,   90.4280,   38.7018,   49.0479,   85.2077,  108.0809,  136.3546,  236.3158,  253.1433,  150.9651,  135.6289,  247.0493,  243.2263,  204.0199,  203.2506,  195.2831,  245.6693,  222.8565,   43.7930,  247.7517,  117.8956,    4.9245,  153.7335,  146.1289,  124.6501,
   -0.0008,   40.4853,   23.2279,   28.9443,   74.0536,  111.9382,  141.3024,  240.3324,  139.7549,  103.2085,  124.2735,  157.2629,  135.6236,  200.4079,  223.1251,  171.6796,  158.4552,  191.6703,  181.4421,  144.3003,  121.2609,  206.7897,  213.0368,  251.6996,   42.8692,   90.4266,   38.6964,   49.0451,   85.2052,  108.0780,  136.3503,  236.3108,  253.1351,  150.9504,  135.6364,  247.0851,  243.2384,  204.0288,  203.2556,  195.2909,  245.6764,  222.8637,   43.7958,  247.7546,  117.8938,    4.9202,  153.7342,  146.1171,  124.6394,
   -0.0072,   40.4853,   23.2301,   28.9457,   74.0544,  111.9382,  141.3038,  240.3316,  139.7578,  103.2128,  124.2757,  157.2636,  135.6229,  200.4097,  223.1244,  171.6796,  158.4552,  191.6703,  181.4436,  144.3068,  121.2798,  206.8037,  213.0418,  251.7031,   42.8685,   90.4255,   38.6975,   49.0469,   85.2063,  108.0794,  136.3542,  236.3105,  253.1358,  150.9390,  135.6540,  247.1277,  243.2531,  204.0374,  203.2614,  195.2995,  245.6810,  222.8694,   43.7983,  247.7581,  117.8963,    4.9192,  153.7321,  146.1117,  124.6380,
    0.0032,   40.4853,   23.2286,   28.9507,   74.0601,  111.9418,  141.3031,  240.3342,  139.7560,  103.2107,  124.2746,  157.2665,  135.6229,  200.4089,  223.1287,  171.6807,  158.4517,  191.6692,  181.4393,  144.2996,  121.2648,  206.7897,  213.0311,  251.6985,   42.8603,   90.4187,   38.6896,   49.0390,   85.1980,  108.0694,  136.3435,  236.2933,  253.1197,  150.9225,  135.6765,  247.1795,  243.2628,  204.0392,  203.2614,  195.3017,  245.6818,  222.8683,   43.7933,  247.7553,  117.8920,    4.9181,  153.7310,  146.1010,  124.6340,
   -0.0003, -406.8296,   23.2297,   28.9503,   74.0551,  111.9411,  141.3034,  240.3345,  139.7549,  103.2110,  124.2732,  157.2651,  135.6229,  200.4111,  223.1290,  171.6793,  158.4513,  191.6689,  181.4404,  144.2982,  121.2591,  206.7844,  213.0264,  251.6921,   42.8563,   90.4119,   38.6828,   49.0358,   85.1902,  108.0605,  136.3349,  236.2854,  253.1086,  150.9097,  135.6980,  247.2271,  243.2724,  204.0414,  203.2574,  195.2974,  245.6743,  222.8633,   43.7851,  247.7460,  117.8838,    4.9106,  153.7220,  146.0863,  124.6233,
    0.0012, -406.8296,   23.2322,   28.9550,   74.0558,  111.9432,  141.3045,  240.3338,  139.7567,  103.2096,  124.2739,  157.2654,  135.6232,  200.4114,  223.1308,  171.6807,  158.4520,  191.6671,  181.4375,  144.2939,  121.2376,  206.7672,  213.0182,  251.6906,   42.8503,   90.4062,   38.6739,   49.0276,   85.1820,  108.0523,  136.3295,  236.2754,  253.1029,  150.9090,  135.7230,  247.2610,  243.2842,  204.0457,  203.2596,  195.2988,  245.6775,  222.8647,   43.7840,  247.7492,  117.8859,    4.9138,  153.7203,  146.0806,  124.6201,
   -0.0016, -406.8296,   23.2333,   28.9518,   74.0601,  111.9411,  141.3013,  240.3345,  139.7585,  103.2125,  124.2753,  157.2686,  135.6239,  200.4125,  223.1265,  171.6775,  158.4531,  191.6689,  181.4414,  144.3036,  121.2766,  206.7965,  213.0321,  251.6992,   42.8549,   90.4137,   38.6767,   49.0319,   85.1884,  108.0601,  136.3338,  236.2837,  253.1136,  150.9240,  135.7684,  247.3197,  243.3189,  204.0714,  203.2828,  195.3220,  245.6975,  222.8891,   43.8044,  247.7678,  117.8963,    4.9145,  153.7299,  146.0817,  124.6194,
   -0.0038, -406.8296,   23.2333,   28.9543,   74.0658,  111.9411,  141.3020,  240.3320,  139.7567,  103.2121,  124.2750,  157.2694,  135.6232,  200.4147,  223.1262,  171.6778,  158.4502,  191.6682,  181.4396,  144.3061,  121.2866,  206.8033,  213.0332,  251.7006,   42.8520,   90.4069,   38.6742,   49.0279,   85.1827,  108.0526,  136.3313,  236.2776,  253.1090,  150.9272,  135.7942,  247.3533,  243.3347,  204.0778,  203.2882,  195.3228,  245.7036,  222.8937,   43.8030,  247.7696,  117.8967,    4.9120,  153.7299,  146.0745,  124.6154,
    0.0069, -406.8296,   23.2379,   28.9546,   74.0461,  111.9415,  141.3020,  240.3342,  139.7552,  103.2139,  124.2775,  157.2694,  135.6221,  200.4175,  223.1276,  171.6778,  158.4510,  191.6664,  181.4432,  144.3111,  121.3113,  206.8166,  213.0357,  251.6996,   42.8520,   90.4069,   38.6703,   49.0268,   85.1816,  108.0508,  136.3302,  236.2776,  253.1115,  150.9315,  135.8124,  247.3708,  243.3454,  204.0846,  203.2925,  195.3313,  245.7093,  222.8962,   43.8041,  247.7714,  117.8917,    4.9042,  153.7260,  146.0599,  124.6015,
   38.3014, -406.8296,  170.6829,   72.6264,   94.2732,  121.0088,  146.2365,  243.4423,  141.6464,  104.4513,  124.8178,  157.1406,  134.8861,  198.9602,  220.6249,  169.6326,  156.4718,  189.4501,  179.2638,  142.2994,  119.4352,  204.9172,  211.0992,  249.6132,   40.5822,   87.9203,   36.0038,   46.3271,   82.4432,  105.3700,  133.6502,  233.7048,  250.5355,  148.6248,  133.7138,  245.4615,  241.4914,  202.0826,  201.1796,  193.2092,  243.5886,  220.7719,   41.6901,  245.4243,  115.0242,    1.3672,  150.7509,  143.0579,  121.0409,
