电流	  ,电压1	  ,电压2	  ,电压3	  ,电压4	  ,电压5	  ,电压6	  ,电压7	  ,电压8	  ,电压9	  ,电压10	  ,电压11	  ,电压12	  ,电压13	  ,电压14	  ,电压15	  ,电压16	  ,电压17	  ,电压18	  ,电压19	  ,电压20	  ,电压21	  ,电压22	  ,电压23	  ,电压24	  ,电压25	  ,电压26	  ,电压27	  ,电压28	  ,电压29	  ,电压30	  ,电压31	  ,电压32	  ,电压33	  ,电压34	  ,电压35	  ,电压36	  ,电压37	  ,电压38	  ,电压39	  ,电压40	  ,电压41	  ,电压42	  ,电压43	  ,电压44	  ,电压45	  ,电压46	  ,电压47	  ,电压48	  ,
63.4815407	,19.0327759	,144.9172363	,28.7920189	,7.0829163	,4.3829117	,1.9985313	,0.0110626	,-2.6244965	,-1.6084595	,-1.8171692	,-2.6870823	,-4.1507607	,-4.6936569	,-4.6645660	,-5.0591125	,-5.5322580	,-6.0054035	,-6.1257534	,-5.4453640	,-5.7353497	,-5.9221630	,-6.3374386	,-6.1960659	,-6.3270168	,-6.4579678	,-6.4620724	,-6.5511694	,-6.7978878	,-6.9424953	,-6.8308344	,-6.7241268	,-6.8558102	,-6.9874935	,-7.0668736	,-7.0113449	,-6.9876976	,-6.9950752	,-7.0156369	,-7.0586185	,-7.0793171	,-7.1000156	,-7.1108265	,-7.0640030	,-7.0345478	,-7.0582829	,-7.0348358	,-7.0374775	,-6.9848270	,
102.9337311	,231.3784790	,2.6786327	,242.9426880	,33.2881775	,17.2583618	,10.8025322	,6.0156822	,-0.1950378	,1.9500427	,1.3778687	,-0.4635105	,-3.5982742	,-4.7150803	,-4.7021370	,-5.4440575	,-6.4490814	,-7.4541054	,-7.2235203	,-6.8466129	,-6.9706364	,-7.3283405	,-8.1393604	,-7.8683109	,-8.0918674	,-8.3154240	,-8.3097477	,-8.4721823	,-8.9536152	,-9.1834126	,-9.0145025	,-8.8028431	,-9.0522785	,-9.3017139	,-9.3744049	,-9.3993225	,-9.2876081	,-9.3041916	,-9.3392639	,-9.4086914	,-9.4703598	,-9.5320282	,-9.5517044	,-9.4368801	,-9.3707886	,-9.3600159	,-9.3620892	,-9.3751297	,-9.3596649	,
87.9046631	,43.2913666	,206.6929779	,1.1942101	,167.0675659	,23.9966354	,14.6917038	,9.3292580	,2.5147285	,4.4786530	,3.8231201	,2.0409355	,-0.8200912	,-1.8237762	,-1.8461380	,-2.4993324	,-3.3429708	,-4.1866093	,-3.9967899	,-3.6339970	,-3.8334560	,-4.1374607	,-4.7647266	,-4.5664310	,-4.7280216	,-4.8896122	,-4.8941288	,-5.0250630	,-5.3783512	,-5.5520573	,-5.4231691	,-5.2871494	,-5.4747105	,-5.6622715	,-5.7269382	,-5.7209005	,-5.6628308	,-5.6808910	,-5.7023935	,-5.7541142	,-5.7922916	,-5.8304691	,-5.8422184	,-5.7793207	,-5.7482777	,-5.7530384	,-5.7493725	,-5.7584934	,-5.7144337	,
67.0831070	,11.3745785	,22.6596527	,124.1935120	,-20.0674896	,62.2193642	,31.3732147	,22.9015541	,6.6502457	,6.8825378	,5.6421204	,3.6998177	,0.8494110	,-0.1360016	,-0.1776962	,-0.7922134	,-1.5488873	,-2.3055611	,-2.1479568	,-1.7436142	,-2.0322456	,-2.2988815	,-2.8278046	,-2.6620331	,-2.8100662	,-2.9580994	,-2.9683838	,-3.0785298	,-3.3616409	,-3.5065231	,-3.3994570	,-3.2769623	,-3.4465942	,-3.6162262	,-3.6979103	,-3.6596138	,-3.6210351	,-3.6074009	,-3.6542046	,-3.6907768	,-3.7227592	,-3.7547417	,-3.7637825	,-3.7137079	,-3.6854362	,-3.6955681	,-3.6817226	,-3.6956444	,-3.6396904	,
96.5490265	,12.6997681	,19.0386505	,26.6351471	,86.7522278	,30.6307373	,236.0528564	,62.4525032	,17.4784775	,19.7972565	,16.1872864	,10.9792423	,3.7955017	,1.3774948	,1.2020111	,-0.1820335	,-1.9806318	,-3.7792301	,-3.4862576	,-3.1466732	,-3.2112713	,-3.7939205	,-4.9977932	,-4.6190243	,-4.9164639	,-5.2139034	,-5.2249050	,-5.4507852	,-6.0969982	,-6.3750210	,-6.1849279	,-5.9272213	,-6.2639217	,-6.6006222	,-6.6935558	,-6.6863618	,-6.5767035	,-6.5734844	,-6.6415238	,-6.7239246	,-6.8100300	,-6.8961353	,-6.9128895	,-6.7664471	,-6.6788044	,-6.6430378	,-6.6731491	,-6.7001667	,-6.6787586	,
136.6198883	,13.8606949	,20.1009521	,25.6913757	,62.4394531	,331.8517761	,0.4108238	,385.9003906	,48.9141846	,42.3184509	,30.3059845	,19.7566795	,7.4574585	,3.4633102	,3.0996704	,0.9433517	,-1.8232079	,-4.5897675	,-4.2164421	,-4.0642509	,-3.8547783	,-4.7175941	,-6.4636726	,-5.9288826	,-6.3745384	,-6.8201942	,-6.8462486	,-7.1668897	,-8.0675316	,-8.4333153	,-8.1871796	,-7.8677940	,-8.3065453	,-8.7452965	,-8.8880882	,-8.8640747	,-8.7264996	,-8.7409649	,-8.8211365	,-8.9290657	,-9.0468864	,-9.1647072	,-9.1908531	,-9.0046711	,-8.9060593	,-8.8504677	,-8.8851795	,-8.9254723	,-8.9380379	,
143.9150543	,11.0436172	,15.2667999	,19.1205139	,48.4550018	,94.3854828	,403.6137695	,3.3093987	,193.5847626	,100.0928650	,49.3309937	,27.3364944	,10.2206497	,5.1888885	,4.6414948	,2.1436195	,-0.9605446	,-4.0647087	,-3.7006454	,-3.6219788	,-3.3905411	,-4.3252106	,-6.1660690	,-5.6216736	,-6.0754776	,-6.5292816	,-6.5808182	,-6.9087610	,-7.8028564	,-8.1701050	,-7.9395561	,-7.6226501	,-8.0581818	,-8.4937134	,-8.6355286	,-8.6207581	,-8.4903145	,-8.5065651	,-8.5864487	,-8.6897926	,-8.7992744	,-8.9087563	,-8.9329109	,-8.7762270	,-8.6937485	,-8.6589699	,-8.7000523	,-8.7319221	,-8.7438011	,
176.1993408	,7.5095596	,10.0558243	,11.7045593	,19.9793091	,35.1224098	,64.3415833	,235.7644348	,2.0157700	,736.1320801	,164.9559021	,51.3268433	,14.6915054	,6.8444138	,6.4623566	,3.3923912	,0.6931705	,-2.0060501	,-1.7393589	,-1.8146534	,-1.5850315	,-2.4908772	,-4.1504688	,-3.7056065	,-4.1068668	,-4.5081272	,-4.6018085	,-4.8971138	,-5.5855656	,-5.8657551	,-5.7053070	,-5.5091267	,-5.8145466	,-6.1199665	,-6.2111454	,-6.2133288	,-6.1784372	,-6.1844082	,-6.2703924	,-6.3373585	,-6.3946400	,-6.4519215	,-6.4573612	,-6.4433994	,-6.4465237	,-6.4879551	,-6.4977360	,-6.5276203	,-6.5013599	,
128.0518036	,7.1318817	,8.8925552	,10.4543839	,14.6643677	,28.4096031	,39.3929596	,88.1153564	,526.0151978	,-44.2897987	,677.1950073	,142.2451630	,25.1181755	,9.1037750	,8.0479507	,3.9242287	,0.0708780	,-3.7824726	,-3.4134102	,-3.4556389	,-3.1506615	,-4.3547096	,-6.6585121	,-6.0063820	,-6.5464363	,-7.0864906	,-7.1623421	,-7.5566726	,-8.6062431	,-9.0250511	,-8.7627487	,-8.3766975	,-8.9092140	,-9.4417305	,-9.6083031	,-9.5608225	,-9.4313173	,-9.4489079	,-9.5363483	,-9.6575813	,-9.7831993	,-9.9088173	,-9.9382820	,-9.7432203	,-9.6399994	,-9.5805702	,-9.6319981	,-9.6715508	,-9.6862526	,
