X ,Y ,Z ,AO ,Res ,A ,B ,M ,N 
   50.0000,    0.0000,   -4.5000,    9.0000, 15.124699,    37, 10000,    33,    29,
   48.5000,    0.0000,   -5.6250,   11.2500, 20.681036,    37, 10000,    32,    27,
   47.0000,    0.0000,   -6.7500,   13.5000,  5.981931,    37, 10000,    31,    25,
   45.5000,    0.0000,   -7.8750,   15.7500,  2.655493,    37, 10000,    30,    23,
   44.0000,    0.0000,   -9.0000,   18.0000,  0.092389,    37, 10000,    29,    21,
   42.5000,    0.0000,  -10.1250,   20.2500,  0.779363,    37, 10000,    28,    19,
   41.0000,    0.0000,  -11.2500,   22.5000,  3.640660,    37, 10000,    27,    17,
   39.5000,    0.0000,  -12.3750,   24.7500,  4.503810,    37, 10000,    26,    15,
   38.0000,    0.0000,  -13.5000,   27.0000,  9.760489,    37, 10000,    25,    13,
   36.5000,    0.0000,  -14.6250,   29.2500, 13.830250,    37, 10000,    24,    11,
   35.0000,    0.0000,  -15.7500,   31.5000, 13.964096,    37, 10000,    23,     9,
   33.5000,    0.0000,  -16.8750,   33.7500, 12.295428,    37, 10000,    22,     7,
   32.0000,    0.0000,  -18.0000,   36.0000, 13.045971,    37, 10000,    21,     5,
   30.5000,    0.0000,  -19.1250,   38.2500, 12.702347,    37, 10000,    20,     3,
   29.0000,    0.0000,  -20.2500,   40.5000, 11.647363,    37, 10000,    19,     1,
   56.0000,    0.0000,   -1.1250,    2.2500,102.441399,    38, 10000,    37,    36,
   54.5000,    0.0000,   -2.2500,    4.5000, 76.493935,    38, 10000,    36,    34,
   53.0000,    0.0000,   -3.3750,    6.7500, 71.755859,    38, 10000,    35,    32,
   51.5000,    0.0000,   -4.5000,    9.0000, 36.272423,    38, 10000,    34,    30,
   50.0000,    0.0000,   -5.6250,   11.2500,  6.205647,    38, 10000,    33,    28,
   48.5000,    0.0000,   -6.7500,   13.5000, 13.127719,    38, 10000,    32,    26,
   47.0000,    0.0000,   -7.8750,   15.7500,  1.943904,    38, 10000,    31,    24,
   45.5000,    0.0000,   -9.0000,   18.0000,  2.229447,    38, 10000,    30,    22,
   44.0000,    0.0000,  -10.1250,   20.2500,  0.546478,    38, 10000,    29,    20,
   42.5000,    0.0000,  -11.2500,   22.5000,  1.670822,    38, 10000,    28,    18,
   41.0000,    0.0000,  -12.3750,   24.7500,  3.841782,    38, 10000,    27,    16,
   39.5000,    0.0000,  -13.5000,   27.0000,  2.468915,    38, 10000,    26,    14,
   38.0000,    0.0000,  -14.6250,   29.2500,  8.859576,    38, 10000,    25,    12,
   36.5000,    0.0000,  -15.7500,   31.5000, 10.997488,    38, 10000,    24,    10,
   35.0000,    0.0000,  -16.8750,   33.7500, 11.277209,    38, 10000,    23,     8,
   33.5000,    0.0000,  -18.0000,   36.0000, 10.426652,    38, 10000,    22,     6,
   32.0000,    0.0000,  -19.1250,   38.2500, 10.840193,    38, 10000,    21,     4,
   30.5000,    0.0000,  -20.2500,   40.5000, 10.417786,    38, 10000,    20,     2,
   57.5000,    0.0000,   -1.1250,    2.2500, 90.908203,    39, 10000,    38,    37,
   56.0000,    0.0000,   -2.2500,    4.5000, 51.575447,    39, 10000,    37,    35,
   54.5000,    0.0000,   -3.3750,    6.7500, 36.398067,    39, 10000,    36,    33,
   53.0000,    0.0000,   -4.5000,    9.0000, 28.955482,    39, 10000,    35,    31,
   51.5000,    0.0000,   -5.6250,   11.2500, 15.152556,    39, 10000,    34,    29,
   50.0000,    0.0000,   -6.7500,   13.5000,  2.494550,    39, 10000,    33,    27,
   48.5000,    0.0000,   -7.8750,   15.7500,  4.067197,    39, 10000,    32,    25,
   47.0000,    0.0000,   -9.0000,   18.0000,  1.729352,    39, 10000,    31,    23,
   45.5000,    0.0000,  -10.1250,   20.2500,  2.388170,    39, 10000,    30,    21,
   44.0000,    0.0000,  -11.2500,   22.5000,  1.937364,    39, 10000,    29,    19,
   42.5000,    0.0000,  -12.3750,   24.7500,  2.751876,    39, 10000,    28,    17,
   41.0000,    0.0000,  -13.5000,   27.0000,  3.880547,    39, 10000,    27,    15,
   39.5000,    0.0000,  -14.6250,   29.2500,  0.720581,    39, 10000,    26,    13,
   38.0000,    0.0000,  -15.7500,   31.5000,  6.322770,    39, 10000,    25,    11,
   36.5000,    0.0000,  -16.8750,   33.7500,  7.514584,    39, 10000,    24,     9,
   35.0000,    0.0000,  -18.0000,   36.0000,  7.437275,    39, 10000,    23,     7,
   33.5000,    0.0000,  -19.1250,   38.2500,  7.027038,    39, 10000,    22,     5,
   32.0000,    0.0000,  -20.2500,   40.5000,  7.009379,    39, 10000,    21,     3,
   30.5000,    0.0000,  -21.3750,   42.7500,  6.807107,    39, 10000,    20,     1,
   59.0000,    0.0000,   -1.1250,    2.2500,  8.647216,    40, 10000,    39,    38,
   57.5000,    0.0000,   -2.2500,    4.5000, 21.868546,    40, 10000,    38,    36,
   56.0000,    0.0000,   -3.3750,    6.7500, 20.031696,    40, 10000,    37,    34,
   54.5000,    0.0000,   -4.5000,    9.0000, 15.293614,    40, 10000,    36,    32,
   53.0000,    0.0000,   -5.6250,   11.2500, 13.685522,    40, 10000,    35,    30,
   51.5000,    0.0000,   -6.7500,   13.5000,  9.526070,    40, 10000,    34,    28,
   50.0000,    0.0000,   -7.8750,   15.7500,  3.323005,    40, 10000,    33,    26,
   48.5000,    0.0000,   -9.0000,   18.0000,  2.480099,    40, 10000,    32,    24,
   47.0000,    0.0000,  -10.1250,   20.2500,  1.662125,    40, 10000,    31,    22,
   45.5000,    0.0000,  -11.2500,   22.5000,  2.338426,    40, 10000,    30,    20,
   44.0000,    0.0000,  -12.3750,   24.7500,  1.985856,    40, 10000,    29,    18,
   42.5000,    0.0000,  -13.5000,   27.0000,  2.873615,    40, 10000,    28,    16,
   41.0000,    0.0000,  -14.6250,   29.2500,  4.284567,    40, 10000,    27,    14,
   39.5000,    0.0000,  -15.7500,   31.5000,  0.140819,    40, 10000,    26,    12,
   38.0000,    0.0000,  -16.8750,   33.7500,  7.336624,    40, 10000,    25,    10,
   36.5000,    0.0000,  -18.0000,   36.0000,  9.010237,    40, 10000,    24,     8,
   35.0000,    0.0000,  -19.1250,   38.2500,  9.131623,    40, 10000,    23,     6,
   33.5000,    0.0000,  -20.2500,   40.5000,  8.631772,    40, 10000,    22,     4,
   32.0000,    0.0000,  -21.3750,   42.7500,  8.256079,    40, 10000,    21,     2,
   60.5000,    0.0000,   -1.1250,    2.2500, 42.406742,    41, 10000,    40,    39,
   59.0000,    0.0000,   -2.2500,    4.5000,  8.713098,    41, 10000,    39,    37,
   57.5000,    0.0000,   -3.3750,    6.7500, 24.325014,    41, 10000,    38,    35,
   56.0000,    0.0000,   -4.5000,    9.0000, 29.777775,    41, 10000,    37,    33,
   54.5000,    0.0000,   -5.6250,   11.2500, 21.602488,    41, 10000,    36,    31,
   53.0000,    0.0000,   -6.7500,   13.5000, 19.759541,    41, 10000,    35,    29,
   51.5000,    0.0000,   -7.8750,   15.7500, 14.669520,    41, 10000,    34,    27,
   50.0000,    0.0000,   -9.0000,   18.0000,  2.305339,    41, 10000,    33,    25,
   48.5000,    0.0000,  -10.1250,   20.2500,  2.810189,    41, 10000,    32,    23,
   47.0000,    0.0000,  -11.2500,   22.5000,  0.749416,    41, 10000,    31,    21,
   45.5000,    0.0000,  -12.3750,   24.7500,  2.150239,    41, 10000,    30,    19,
   44.0000,    0.0000,  -13.5000,   27.0000,  1.116547,    41, 10000,    29,    17,
   42.5000,    0.0000,  -14.6250,   29.2500,  2.324229,    41, 10000,    28,    15,
   41.0000,    0.0000,  -15.7500,   31.5000,  5.532699,    41, 10000,    27,    13,
   39.5000,    0.0000,  -16.8750,   33.7500,  4.368165,    41, 10000,    26,    11,
   38.0000,    0.0000,  -18.0000,   36.0000, 14.539442,    41, 10000,    25,     9,
   36.5000,    0.0000,  -19.1250,   38.2500, 17.426245,    41, 10000,    24,     7,
   35.0000,    0.0000,  -20.2500,   40.5000, 17.453894,    41, 10000,    23,     5,
   33.5000,    0.0000,  -21.3750,   42.7500, 15.369450,    41, 10000,    22,     3,
   32.0000,    0.0000,  -22.5000,   45.0000, 15.671311,    41, 10000,    21,     1,
   62.0000,    0.0000,   -1.1250,    2.2500, 47.711388,    42, 10000,    41,    40,
   60.5000,    0.0000,   -2.2500,    4.5000, 12.769830,    42, 10000,    40,    38,
   59.0000,    0.0000,   -3.3750,    6.7500, 18.061960,    42, 10000,    39,    36,
   57.5000,    0.0000,   -4.5000,    9.0000, 53.046066,    42, 10000,    38,    34,
   56.0000,    0.0000,   -5.6250,   11.2500, 45.895390,    42, 10000,    37,    32,
   54.5000,    0.0000,   -6.7500,   13.5000, 31.184404,    42, 10000,    36,    30,
   53.0000,    0.0000,   -7.8750,   15.7500, 26.530357,    42, 10000,    35,    28,
   51.5000,    0.0000,   -9.0000,   18.0000, 23.053356,    42, 10000,    34,    26,
   50.0000,    0.0000,  -10.1250,   20.2500,  3.103122,    42, 10000,    33,    24,
   48.5000,    0.0000,  -11.2500,   22.5000,  4.520818,    42, 10000,    32,    22,
   47.0000,    0.0000,  -12.3750,   24.7500,  1.515819,    42, 10000,    31,    20,
   45.5000,    0.0000,  -13.5000,   27.0000,  3.125717,    42, 10000,    30,    18,
   44.0000,    0.0000,  -14.6250,   29.2500,  1.945204,    42, 10000,    29,    16,
   42.5000,    0.0000,  -15.7500,   31.5000,  3.021916,    42, 10000,    28,    14,
   41.0000,    0.0000,  -16.8750,   33.7500,  6.529605,    42, 10000,    27,    12,
   39.5000,    0.0000,  -18.0000,   36.0000,  4.717834,    42, 10000,    26,    10,
   38.0000,    0.0000,  -19.1250,   38.2500, 13.418097,    42, 10000,    25,     8,
   36.5000,    0.0000,  -20.2500,   40.5000, 16.803352,    42, 10000,    24,     6,
   35.0000,    0.0000,  -21.3750,   42.7500, 16.760517,    42, 10000,    23,     4,
   33.5000,    0.0000,  -22.5000,   45.0000, 14.254614,    42, 10000,    22,     2,
   63.5000,    0.0000,   -1.1250,    2.2500, 92.840988,    43, 10000,    42,    41,
   62.0000,    0.0000,   -2.2500,    4.5000,  8.819922,    43, 10000,    41,    39,
   60.5000,    0.0000,   -3.3750,    6.7500, 26.718927,    43, 10000,    40,    37,
   59.0000,    0.0000,   -4.5000,    9.0000, 71.534370,    43, 10000,    39,    35,
   57.5000,    0.0000,   -5.6250,   11.2500,183.336121,    43, 10000,    38,    33,
   56.0000,    0.0000,   -6.7500,   13.5000,128.286972,    43, 10000,    37,    31,
   54.5000,    0.0000,   -7.8750,   15.7500, 73.847939,    43, 10000,    36,    29,
   53.0000,    0.0000,   -9.0000,   18.0000, 56.047565,    43, 10000,    35,    27,
   51.5000,    0.0000,  -10.1250,   20.2500, 27.547419,    43, 10000,    34,    25,
   50.0000,    0.0000,  -11.2500,   22.5000,  0.726242,    43, 10000,    33,    23,
   48.5000,    0.0000,  -12.3750,   24.7500,  6.923036,    43, 10000,    32,    21,
   47.0000,    0.0000,  -13.5000,   27.0000,  3.258596,    43, 10000,    31,    19,
   45.5000,    0.0000,  -14.6250,   29.2500,  4.708996,    43, 10000,    30,    17,
   44.0000,    0.0000,  -15.7500,   31.5000,  2.732292,    43, 10000,    29,    15,
   42.5000,    0.0000,  -16.8750,   33.7500,  3.853406,    43, 10000,    28,    13,
   41.0000,    0.0000,  -18.0000,   36.0000,  8.055242,    43, 10000,    27,    11,
   39.5000,    0.0000,  -19.1250,   38.2500,  3.286081,    43, 10000,    26,     9,
   38.0000,    0.0000,  -20.2500,   40.5000, 14.275873,    43, 10000,    25,     7,
   36.5000,    0.0000,  -21.3750,   42.7500, 18.079962,    43, 10000,    24,     5,
   35.0000,    0.0000,  -22.5000,   45.0000, 17.356535,    43, 10000,    23,     3,
   33.5000,    0.0000,  -23.6250,   47.2500, 15.171857,    43, 10000,    22,     1,
   65.0000,    0.0000,   -1.1250,    2.2500,124.045433,    44, 10000,    43,    42,
   63.5000,    0.0000,   -2.2500,    4.5000, 54.338543,    44, 10000,    42,    40,
   62.0000,    0.0000,   -3.3750,    6.7500,  5.972680,    44, 10000,    41,    38,
   60.5000,    0.0000,   -4.5000,    9.0000, 20.204227,    44, 10000,    40,    36,
   59.0000,    0.0000,   -5.6250,   11.2500, 24.775293,    44, 10000,    39,    34,
   57.5000,    0.0000,   -6.7500,   13.5000, 53.967800,    44, 10000,    38,    32,
   56.0000,    0.0000,   -7.8750,   15.7500, 42.651520,    44, 10000,    37,    30,
   54.5000,    0.0000,   -9.0000,   18.0000, 28.895531,    44, 10000,    36,    28,
   53.0000,    0.0000,  -10.1250,   20.2500, 27.405348,    44, 10000,    35,    26,
   51.5000,    0.0000,  -11.2500,   22.5000, 11.922990,    44, 10000,    34,    24,
   50.0000,    0.0000,  -12.3750,   24.7500,  1.750019,    44, 10000,    33,    22,
   48.5000,    0.0000,  -13.5000,   27.0000,  4.380294,    44, 10000,    32,    20,
   47.0000,    0.0000,  -14.6250,   29.2500,  2.862447,    44, 10000,    31,    18,
   45.5000,    0.0000,  -15.7500,   31.5000,  4.204556,    44, 10000,    30,    16,
   44.0000,    0.0000,  -16.8750,   33.7500,  2.555616,    44, 10000,    29,    14,
   42.5000,    0.0000,  -18.0000,   36.0000,  4.064192,    44, 10000,    28,    12,
   41.0000,    0.0000,  -19.1250,   38.2500,  6.230171,    44, 10000,    27,    10,
   39.5000,    0.0000,  -20.2500,   40.5000,  3.566775,    44, 10000,    26,     8,
   38.0000,    0.0000,  -21.3750,   42.7500, 12.825852,    44, 10000,    25,     6,
   36.5000,    0.0000,  -22.5000,   45.0000, 16.196846,    44, 10000,    24,     4,
   35.0000,    0.0000,  -23.6250,   47.2500, 15.208251,    44, 10000,    23,     2,
   66.5000,    0.0000,   -1.1250,    2.2500,106.979866,    45, 10000,    44,    43,
   65.0000,    0.0000,   -2.2500,    4.5000, 47.644016,    45, 10000,    43,    41,
   63.5000,    0.0000,   -3.3750,    6.7500, 22.632292,    45, 10000,    42,    39,
   62.0000,    0.0000,   -4.5000,    9.0000,  9.312228,    45, 10000,    41,    37,
   60.5000,    0.0000,   -5.6250,   11.2500,  8.038918,    45, 10000,    40,    35,
   59.0000,    0.0000,   -6.7500,   13.5000, 12.121291,    45, 10000,    39,    33,
   57.5000,    0.0000,   -7.8750,   15.7500, 19.462893,    45, 10000,    38,    31,
   56.0000,    0.0000,   -9.0000,   18.0000, 19.374197,    45, 10000,    37,    29,
   54.5000,    0.0000,  -10.1250,   20.2500, 14.776978,    45, 10000,    36,    27,
   53.0000,    0.0000,  -11.2500,   22.5000, 10.046837,    45, 10000,    35,    25,
   51.5000,    0.0000,  -12.3750,   24.7500,  7.850528,    45, 10000,    34,    23,
   50.0000,    0.0000,  -13.5000,   27.0000,  1.902554,    45, 10000,    33,    21,
   48.5000,    0.0000,  -14.6250,   29.2500,  3.973148,    45, 10000,    32,    19,
   47.0000,    0.0000,  -15.7500,   31.5000,  2.911476,    45, 10000,    31,    17,
   45.5000,    0.0000,  -16.8750,   33.7500,  3.993515,    45, 10000,    30,    15,
   44.0000,    0.0000,  -18.0000,   36.0000,  2.756542,    45, 10000,    29,    13,
   42.5000,    0.0000,  -19.1250,   38.2500,  4.412664,    45, 10000,    28,    11,
   41.0000,    0.0000,  -20.2500,   40.5000,  6.712241,    45, 10000,    27,     9,
   39.5000,    0.0000,  -21.3750,   42.7500,  2.514050,    45, 10000,    26,     7,
   38.0000,    0.0000,  -22.5000,   45.0000, 11.486504,    45, 10000,    25,     5,
   36.5000,    0.0000,  -23.6250,   47.2500, 13.899309,    45, 10000,    24,     3,
   35.0000,    0.0000,  -24.7500,   49.5000, 13.361183,    45, 10000,    23,     1,
   68.0000,    0.0000,   -1.1250,    2.2500,408.328735,    46, 10000,    45,    44,
   66.5000,    0.0000,   -2.2500,    4.5000,171.696808,    46, 10000,    44,    42,
   65.0000,    0.0000,   -3.3750,    6.7500, 55.068218,    46, 10000,    43,    40,
   63.5000,    0.0000,   -4.5000,    9.0000, 21.720806,    46, 10000,    42,    38,
   62.0000,    0.0000,   -5.6250,   11.2500, 12.105842,    46, 10000,    41,    36,
   60.5000,    0.0000,   -6.7500,   13.5000,  9.248614,    46, 10000,    40,    34,
   59.0000,    0.0000,   -7.8750,   15.7500,  9.508659,    46, 10000,    39,    32,
   57.5000,    0.0000,   -9.0000,   18.0000, 18.704552,    46, 10000,    38,    30,
   56.0000,    0.0000,  -10.1250,   20.2500, 19.080492,    46, 10000,    37,    28,
   54.5000,    0.0000,  -11.2500,   22.5000, 19.212099,    46, 10000,    36,    26,
   53.0000,    0.0000,  -12.3750,   24.7500,  9.122322,    46, 10000,    35,    24,
   51.5000,    0.0000,  -13.5000,   27.0000,  8.945168,    46, 10000,    34,    22,
   50.0000,    0.0000,  -14.6250,   29.2500,  1.274159,    46, 10000,    33,    20,
   48.5000,    0.0000,  -15.7500,   31.5000,  4.834497,    46, 10000,    32,    18,
   47.0000,    0.0000,  -16.8750,   33.7500,  3.744299,    46, 10000,    31,    16,
   45.5000,    0.0000,  -18.0000,   36.0000,  4.653443,    46, 10000,    30,    14,
   44.0000,    0.0000,  -19.1250,   38.2500,  3.748620,    46, 10000,    29,    12,
   42.5000,    0.0000,  -20.2500,   40.5000,  4.109837,    46, 10000,    28,    10,
   41.0000,    0.0000,  -21.3750,   42.7500,  6.575182,    46, 10000,    27,     8,
   39.5000,    0.0000,  -22.5000,   45.0000,  2.077033,    46, 10000,    26,     6,
   38.0000,    0.0000,  -23.6250,   47.2500, 11.631782,    46, 10000,    25,     4,
   36.5000,    0.0000,  -24.7500,   49.5000, 13.671948,    46, 10000,    24,     2,
   69.5000,    0.0000,   -1.1250,    2.2500, 55.024387,    47, 10000,    46,    45,
   68.0000,    0.0000,   -2.2500,    4.5000,325.997864,    47, 10000,    45,    43,
   66.5000,    0.0000,   -3.3750,    6.7500,114.336708,    47, 10000,    44,    41,
   65.0000,    0.0000,   -4.5000,    9.0000, 36.757164,    47, 10000,    43,    39,
   63.5000,    0.0000,   -5.6250,   11.2500, 16.423574,    47, 10000,    42,    37,
   62.0000,    0.0000,   -6.7500,   13.5000, 13.730863,    47, 10000,    41,    35,
   60.5000,    0.0000,   -7.8750,   15.7500, 11.643554,    47, 10000,    40,    33,
   59.0000,    0.0000,   -9.0000,   18.0000,  8.226203,    47, 10000,    39,    31,
   57.5000,    0.0000,  -10.1250,   20.2500, 15.171608,    47, 10000,    38,    29,
   56.0000,    0.0000,  -11.2500,   22.5000, 15.015030,    47, 10000,    37,    27,
   54.5000,    0.0000,  -12.3750,   24.7500, 10.954746,    47, 10000,    36,    25,
   53.0000,    0.0000,  -13.5000,   27.0000,  7.943945,    47, 10000,    35,    23,
   51.5000,    0.0000,  -14.6250,   29.2500,  8.047837,    47, 10000,    34,    21,
   50.0000,    0.0000,  -15.7500,   31.5000,  0.674400,    47, 10000,    33,    19,
   48.5000,    0.0000,  -16.8750,   33.7500,  4.996010,    47, 10000,    32,    17,
   47.0000,    0.0000,  -18.0000,   36.0000,  3.849433,    47, 10000,    31,    15,
   45.5000,    0.0000,  -19.1250,   38.2500,  4.808418,    47, 10000,    30,    13,
   44.0000,    0.0000,  -20.2500,   40.5000,  4.266775,    47, 10000,    29,    11,
   42.5000,    0.0000,  -21.3750,   42.7500,  4.868149,    47, 10000,    28,     9,
   41.0000,    0.0000,  -22.5000,   45.0000,  6.323886,    47, 10000,    27,     7,
   39.5000,    0.0000,  -23.6250,   47.2500,  1.191555,    47, 10000,    26,     5,
   38.0000,    0.0000,  -24.7500,   49.5000, 10.710091,    47, 10000,    25,     3,
   36.5000,    0.0000,  -25.8750,   51.7500, 12.844969,    47, 10000,    24,     1,
   71.0000,    0.0000,   -1.1250,    2.2500,210.183044,    48, 10000,    47,    46,
   69.5000,    0.0000,   -2.2500,    4.5000, 99.315498,    48, 10000,    46,    44,
   68.0000,    0.0000,   -3.3750,    6.7500,137.523575,    48, 10000,    45,    42,
   66.5000,    0.0000,   -4.5000,    9.0000, 49.906940,    48, 10000,    44,    40,
   65.0000,    0.0000,   -5.6250,   11.2500, 16.258318,    48, 10000,    43,    38,
   63.5000,    0.0000,   -6.7500,   13.5000, 12.562911,    48, 10000,    42,    36,
   62.0000,    0.0000,   -7.8750,   15.7500, 10.695413,    48, 10000,    41,    34,
   60.5000,    0.0000,   -9.0000,   18.0000,  7.079838,    48, 10000,    40,    32,
   59.0000,    0.0000,  -10.1250,   20.2500,  5.959969,    48, 10000,    39,    30,
   57.5000,    0.0000,  -11.2500,   22.5000, 11.080260,    48, 10000,    38,    28,
   56.0000,    0.0000,  -12.3750,   24.7500, 14.512282,    48, 10000,    37,    26,
   54.5000,    0.0000,  -13.5000,   27.0000,  8.233327,    48, 10000,    36,    24,
   53.0000,    0.0000,  -14.6250,   29.2500,  7.294098,    48, 10000,    35,    22,
   51.5000,    0.0000,  -15.7500,   31.5000,  7.204331,    48, 10000,    34,    20,
   50.0000,    0.0000,  -16.8750,   33.7500,  0.682496,    48, 10000,    33,    18,
   48.5000,    0.0000,  -18.0000,   36.0000,  5.029847,    48, 10000,    32,    16,
   47.0000,    0.0000,  -19.1250,   38.2500,  3.991528,    48, 10000,    31,    14,
   45.5000,    0.0000,  -20.2500,   40.5000,  4.877157,    48, 10000,    30,    12,
   44.0000,    0.0000,  -21.3750,   42.7500,  3.709359,    48, 10000,    29,    10,
   42.5000,    0.0000,  -22.5000,   45.0000,  4.763513,    48, 10000,    28,     8,
   41.0000,    0.0000,  -23.6250,   47.2500,  6.220017,    48, 10000,    27,     6,
   39.5000,    0.0000,  -24.7500,   49.5000,  0.493364,    48, 10000,    26,     4,
   38.0000,    0.0000,  -25.8750,   51.7500,  9.320092,    48, 10000,    25,     2,
    3.5000,    0.0000,   -1.1250,    2.2500,  9.843708,     1, 10000,     2,     3,
    5.0000,    0.0000,   -2.2500,    4.5000, 13.349807,     1, 10000,     3,     5,
    6.5000,    0.0000,   -3.3750,    6.7500, 11.115163,     1, 10000,     4,     7,
    8.0000,    0.0000,   -4.5000,    9.0000, 11.909313,     1, 10000,     5,     9,
    9.5000,    0.0000,   -5.6250,   11.2500, 11.113040,     1, 10000,     6,    11,
   11.0000,    0.0000,   -6.7500,   13.5000,  7.982123,     1, 10000,     7,    13,
   12.5000,    0.0000,   -7.8750,   15.7500,  8.272017,     1, 10000,     8,    15,
   14.0000,    0.0000,   -9.0000,   18.0000,  5.622017,     1, 10000,     9,    17,
   15.5000,    0.0000,  -10.1250,   20.2500, 11.566388,     1, 10000,    10,    19,
   17.0000,    0.0000,  -11.2500,   22.5000,  7.812606,     1, 10000,    11,    21,
   18.5000,    0.0000,  -12.3750,   24.7500, 12.676497,     1, 10000,    12,    23,
   20.0000,    0.0000,  -13.5000,   27.0000, 15.957018,     1, 10000,    13,    25,
   21.5000,    0.0000,  -14.6250,   29.2500, 18.295519,     1, 10000,    14,    27,
   23.0000,    0.0000,  -15.7500,   31.5000, 18.766073,     1, 10000,    15,    29,
   24.5000,    0.0000,  -16.8750,   33.7500, 17.977659,     1, 10000,    16,    31,
   26.0000,    0.0000,  -18.0000,   36.0000, 16.529232,     1, 10000,    17,    33,
   27.5000,    0.0000,  -19.1250,   38.2500, 14.076571,     1, 10000,    18,    35,
   29.0000,    0.0000,  -20.2500,   40.5000, 13.139172,     1, 10000,    19,    37,
   30.5000,    0.0000,  -21.3750,   42.7500, 14.882350,     1, 10000,    20,    39,
   32.0000,    0.0000,  -22.5000,   45.0000, 13.576571,     1, 10000,    21,    41,
   33.5000,    0.0000,  -23.6250,   47.2500, 10.374412,     1, 10000,    22,    43,
   35.0000,    0.0000,  -24.7500,   49.5000, 12.780610,     1, 10000,    23,    45,
   36.5000,    0.0000,  -25.8750,   51.7500, 12.851785,     1, 10000,    24,    47,
    5.0000,    0.0000,   -1.1250,    2.2500, 45.120243,     2, 10000,     3,     4,
    6.5000,    0.0000,   -2.2500,    4.5000, 20.890345,     2, 10000,     4,     6,
    8.0000,    0.0000,   -3.3750,    6.7500, 13.497413,     2, 10000,     5,     8,
    9.5000,    0.0000,   -4.5000,    9.0000,  8.730090,     2, 10000,     6,    10,
   11.0000,    0.0000,   -5.6250,   11.2500,  8.875933,     2, 10000,     7,    12,
   12.5000,    0.0000,   -6.7500,   13.5000,  7.144539,     2, 10000,     8,    14,
   14.0000,    0.0000,   -7.8750,   15.7500,  5.043822,     2, 10000,     9,    16,
   15.5000,    0.0000,   -9.0000,   18.0000, 11.040261,     2, 10000,    10,    18,
   17.0000,    0.0000,  -10.1250,   20.2500,  7.054739,     2, 10000,    11,    20,
   18.5000,    0.0000,  -11.2500,   22.5000, 12.810074,     2, 10000,    12,    22,
   20.0000,    0.0000,  -12.3750,   24.7500, 15.364299,     2, 10000,    13,    24,
   21.5000,    0.0000,  -13.5000,   27.0000, 21.815720,     2, 10000,    14,    26,
   23.0000,    0.0000,  -14.6250,   29.2500, 18.266048,     2, 10000,    15,    28,
   24.5000,    0.0000,  -15.7500,   31.5000, 17.459057,     2, 10000,    16,    30,
   26.0000,    0.0000,  -16.8750,   33.7500, 16.992441,     2, 10000,    17,    32,
   27.5000,    0.0000,  -18.0000,   36.0000, 13.126349,     2, 10000,    18,    34,
   29.0000,    0.0000,  -19.1250,   38.2500, 13.515929,     2, 10000,    19,    36,
   30.5000,    0.0000,  -20.2500,   40.5000, 13.634094,     2, 10000,    20,    38,
   32.0000,    0.0000,  -21.3750,   42.7500, 13.842068,     2, 10000,    21,    40,
   33.5000,    0.0000,  -22.5000,   45.0000, 10.330423,     2, 10000,    22,    42,
   35.0000,    0.0000,  -23.6250,   47.2500, 11.831854,     2, 10000,    23,    44,
   36.5000,    0.0000,  -24.7500,   49.5000, 12.285226,     2, 10000,    24,    46,
   38.0000,    0.0000,  -25.8750,   51.7500, 13.038618,     2, 10000,    25,    48,
    6.5000,    0.0000,   -1.1250,    2.2500, 62.964664,     3, 10000,     4,     5,
    8.0000,    0.0000,   -2.2500,    4.5000, 34.587761,     3, 10000,     5,     7,
    9.5000,    0.0000,   -3.3750,    6.7500, 14.721076,     3, 10000,     6,     9,
   11.0000,    0.0000,   -4.5000,    9.0000, 10.645803,     3, 10000,     7,    11,
   12.5000,    0.0000,   -5.6250,   11.2500,  6.251702,     3, 10000,     8,    13,
   14.0000,    0.0000,   -6.7500,   13.5000,  4.269523,     3, 10000,     9,    15,
   15.5000,    0.0000,   -7.8750,   15.7500, 10.261353,     3, 10000,    10,    17,
   17.0000,    0.0000,   -9.0000,   18.0000,  6.374189,     3, 10000,    11,    19,
   18.5000,    0.0000,  -10.1250,   20.2500, 10.275209,     3, 10000,    12,    21,
   20.0000,    0.0000,  -11.2500,   22.5000, 14.450440,     3, 10000,    13,    23,
   21.5000,    0.0000,  -12.3750,   24.7500, 14.400917,     3, 10000,    14,    25,
   23.0000,    0.0000,  -13.5000,   27.0000, 16.441061,     3, 10000,    15,    27,
   24.5000,    0.0000,  -14.6250,   29.2500, 17.165661,     3, 10000,    16,    29,
   26.0000,    0.0000,  -15.7500,   31.5000, 16.971216,     3, 10000,    17,    31,
   27.5000,    0.0000,  -16.8750,   33.7500, 16.031981,     3, 10000,    18,    33,
   29.0000,    0.0000,  -18.0000,   36.0000, 13.863740,     3, 10000,    19,    35,
   30.5000,    0.0000,  -19.1250,   38.2500, 12.588250,     3, 10000,    20,    37,
   32.0000,    0.0000,  -20.2500,   40.5000, 13.703970,     3, 10000,    21,    39,
   33.5000,    0.0000,  -21.3750,   42.7500,  9.730030,     3, 10000,    22,    41,
   35.0000,    0.0000,  -22.5000,   45.0000, 10.984066,     3, 10000,    23,    43,
   36.5000,    0.0000,  -23.6250,   47.2500, 12.016036,     3, 10000,    24,    45,
