X ,Y ,Z ,AO ,Res ,A ,B ,M ,N 
   18.5000,    0.0000,   -1.1250,    2.2500, 17.593346,    13, 10000,    12,    11,
   17.0000,    0.0000,   -2.2500,    4.5000,  6.927267,    13, 10000,    11,     9,
   15.5000,    0.0000,   -3.3750,    6.7500, 11.159699,    13, 10000,    10,     7,
   14.0000,    0.0000,   -4.5000,    9.0000,  7.523068,    13, 10000,     9,     5,
   12.5000,    0.0000,   -5.6250,   11.2500,  9.999138,    13, 10000,     8,     3,
   11.0000,    0.0000,   -6.7500,   13.5000,  9.345477,    13, 10000,     7,     1,
   20.0000,    0.0000,   -1.1250,    2.2500, 13.254718,    14, 10000,    13,    12,
   18.5000,    0.0000,   -2.2500,    4.5000,  7.596782,    14, 10000,    12,    10,
   17.0000,    0.0000,   -3.3750,    6.7500,  5.402902,    14, 10000,    11,     8,
   15.5000,    0.0000,   -4.5000,    9.0000, 10.710480,    14, 10000,    10,     6,
   14.0000,    0.0000,   -5.6250,   11.2500,  6.948571,    14, 10000,     9,     4,
   12.5000,    0.0000,   -6.7500,   13.5000,  9.136724,    14, 10000,     8,     2,
   21.5000,    0.0000,   -1.1250,    2.2500, 24.980303,    15, 10000,    14,    13,
   20.0000,    0.0000,   -2.2500,    4.5000, 10.756391,    15, 10000,    13,    11,
   18.5000,    0.0000,   -3.3750,    6.7500,  8.767601,    15, 10000,    12,     9,
   17.0000,    0.0000,   -4.5000,    9.0000,  5.274992,    15, 10000,    11,     7,
   15.5000,    0.0000,   -5.6250,   11.2500, 10.934927,    15, 10000,    10,     5,
   14.0000,    0.0000,   -6.7500,   13.5000,  6.089399,    15, 10000,     9,     3,
   12.5000,    0.0000,   -7.8750,   15.7500,  8.315241,    15, 10000,     8,     1,
   23.0000,    0.0000,   -1.1250,    2.2500, 17.855631,    16, 10000,    15,    14,
   21.5000,    0.0000,   -2.2500,    4.5000, 10.114078,    16, 10000,    14,    12,
   20.0000,    0.0000,   -3.3750,    6.7500,  8.025847,    16, 10000,    13,    10,
   18.5000,    0.0000,   -4.5000,    9.0000,  7.622242,    16, 10000,    12,     8,
   17.0000,    0.0000,   -5.6250,   11.2500,  5.400558,    16, 10000,    11,     6,
   15.5000,    0.0000,   -6.7500,   13.5000, 10.673659,    16, 10000,    10,     4,
   14.0000,    0.0000,   -7.8750,   15.7500,  5.745040,    16, 10000,     9,     2,
   24.5000,    0.0000,   -1.1250,    2.2500, 10.807515,    17, 10000,    16,    15,
   23.0000,    0.0000,   -2.2500,    4.5000, 11.780407,    17, 10000,    15,    13,
   21.5000,    0.0000,   -3.3750,    6.7500, 11.456932,    17, 10000,    14,    11,
   20.0000,    0.0000,   -4.5000,    9.0000, 11.367668,    17, 10000,    13,     9,
   18.5000,    0.0000,   -5.6250,   11.2500,  8.359282,    17, 10000,    12,     7,
   17.0000,    0.0000,   -6.7500,   13.5000,  6.671578,    17, 10000,    11,     5,
   15.5000,    0.0000,   -7.8750,   15.7500, 10.859785,    17, 10000,    10,     3,
   14.0000,    0.0000,   -9.0000,   18.0000,  5.817028,    17, 10000,     9,     1,
   26.0000,    0.0000,   -1.1250,    2.2500, 15.106359,    18, 10000,    17,    16,
   24.5000,    0.0000,   -2.2500,    4.5000, 10.476291,    18, 10000,    16,    14,
   23.0000,    0.0000,   -3.3750,    6.7500, 11.872997,    18, 10000,    15,    12,
   21.5000,    0.0000,   -4.5000,    9.0000,  9.742615,    18, 10000,    14,    10,
   20.0000,    0.0000,   -5.6250,   11.2500, 10.653462,    18, 10000,    13,     8,
   18.5000,    0.0000,   -6.7500,   13.5000,  8.555782,    18, 10000,    12,     6,
   17.0000,    0.0000,   -7.8750,   15.7500,  6.615289,    18, 10000,    11,     4,
   15.5000,    0.0000,   -9.0000,   18.0000, 10.470333,    18, 10000,    10,     2,
   27.5000,    0.0000,   -1.1250,    2.2500, 54.125744,    19, 10000,    18,    17,
   26.0000,    0.0000,   -2.2500,    4.5000, 10.146795,    19, 10000,    17,    15,
   24.5000,    0.0000,   -3.3750,    6.7500, 10.428224,    19, 10000,    16,    13,
   23.0000,    0.0000,   -4.5000,    9.0000, 13.500048,    19, 10000,    15,    11,
   21.5000,    0.0000,   -5.6250,   11.2500, 12.859665,    19, 10000,    14,     9,
   20.0000,    0.0000,   -6.7500,   13.5000, 11.260350,    19, 10000,    13,     7,
   18.5000,    0.0000,   -7.8750,   15.7500,  9.666121,    19, 10000,    12,     5,
   17.0000,    0.0000,   -9.0000,   18.0000,  6.475680,    19, 10000,    11,     3,
   15.5000,    0.0000,  -10.1250,   20.2500, 10.554829,    19, 10000,    10,     1,
   29.0000,    0.0000,   -1.1250,    2.2500, 58.512981,    20, 10000,    19,    18,
   27.5000,    0.0000,   -2.2500,    4.5000, 21.274843,    20, 10000,    18,    16,
   26.0000,    0.0000,   -3.3750,    6.7500, 10.292243,    20, 10000,    17,    14,
   24.5000,    0.0000,   -4.5000,    9.0000, 12.062371,    20, 10000,    16,    12,
   23.0000,    0.0000,   -5.6250,   11.2500, 11.791399,    20, 10000,    15,    10,
   21.5000,    0.0000,   -6.7500,   13.5000, 12.124890,    20, 10000,    14,     8,
   20.0000,    0.0000,   -7.8750,   15.7500, 11.518332,    20, 10000,    13,     6,
   18.5000,    0.0000,   -9.0000,   18.0000,  9.696598,    20, 10000,    12,     4,
   17.0000,    0.0000,  -10.1250,   20.2500,  6.230359,    20, 10000,    11,     2,
   30.5000,    0.0000,   -1.1250,    2.2500, 41.420994,    21, 10000,    20,    19,
   29.0000,    0.0000,   -2.2500,    4.5000, 23.656820,    21, 10000,    19,    17,
   27.5000,    0.0000,   -3.3750,    6.7500, 13.723557,    21, 10000,    18,    15,
   26.0000,    0.0000,   -4.5000,    9.0000, 11.030394,    21, 10000,    17,    13,
   24.5000,    0.0000,   -5.6250,   11.2500, 14.030680,    21, 10000,    16,    11,
   23.0000,    0.0000,   -6.7500,   13.5000, 14.684566,    21, 10000,    15,     9,
   21.5000,    0.0000,   -7.8750,   15.7500, 12.510265,    21, 10000,    14,     7,
   20.0000,    0.0000,   -9.0000,   18.0000, 12.532534,    21, 10000,    13,     5,
   18.5000,    0.0000,  -10.1250,   20.2500,  9.662733,    21, 10000,    12,     3,
   17.0000,    0.0000,  -11.2500,   22.5000,  6.468214,    21, 10000,    11,     1,
   32.0000,    0.0000,   -1.1250,    2.2500,  5.251577,    22, 10000,    21,    20,
   30.5000,    0.0000,   -2.2500,    4.5000,  8.199677,    22, 10000,    20,    18,
   29.0000,    0.0000,   -3.3750,    6.7500,  8.888137,    22, 10000,    19,    16,
   27.5000,    0.0000,   -4.5000,    9.0000,  8.936085,    22, 10000,    18,    14,
   26.0000,    0.0000,   -5.6250,   11.2500,  9.646390,    22, 10000,    17,    12,
   24.5000,    0.0000,   -6.7500,   13.5000,  9.611631,    22, 10000,    16,    10,
   23.0000,    0.0000,   -7.8750,   15.7500, 10.854582,    22, 10000,    15,     8,
   21.5000,    0.0000,   -9.0000,   18.0000, 10.122875,    22, 10000,    14,     6,
   20.0000,    0.0000,  -10.1250,   20.2500, 10.125871,    22, 10000,    13,     4,
   18.5000,    0.0000,  -11.2500,   22.5000,  7.624180,    22, 10000,    12,     2,
   33.5000,    0.0000,   -1.1250,    2.2500, 30.631462,    23, 10000,    22,    21,
   32.0000,    0.0000,   -2.2500,    4.5000,  7.498014,    23, 10000,    21,    19,
   30.5000,    0.0000,   -3.3750,    6.7500, 10.431554,    23, 10000,    20,    17,
   29.0000,    0.0000,   -4.5000,    9.0000, 10.694253,    23, 10000,    19,    15,
   27.5000,    0.0000,   -5.6250,   11.2500, 10.922873,    23, 10000,    18,    13,
   26.0000,    0.0000,   -6.7500,   13.5000, 12.475071,    23, 10000,    17,    11,
   24.5000,    0.0000,   -7.8750,   15.7500, 13.052507,    23, 10000,    16,     9,
   23.0000,    0.0000,   -9.0000,   18.0000, 12.147070,    23, 10000,    15,     7,
   21.5000,    0.0000,  -10.1250,   20.2500, 11.828470,    23, 10000,    14,     5,
   20.0000,    0.0000,  -11.2500,   22.5000, 10.932658,    23, 10000,    13,     3,
   18.5000,    0.0000,  -12.3750,   24.7500,  8.371434,    23, 10000,    12,     1,
   35.0000,    0.0000,   -1.1250,    2.2500, 68.455910,    24, 10000,    23,    22,
   33.5000,    0.0000,   -2.2500,    4.5000, 18.205412,    24, 10000,    22,    20,
   32.0000,    0.0000,   -3.3750,    6.7500,  9.217663,    24, 10000,    21,    18,
   30.5000,    0.0000,   -4.5000,    9.0000, 11.844686,    24, 10000,    20,    16,
   29.0000,    0.0000,   -5.6250,   11.2500, 12.437047,    24, 10000,    19,    14,
   27.5000,    0.0000,   -6.7500,   13.5000, 13.239306,    24, 10000,    18,    12,
   26.0000,    0.0000,   -7.8750,   15.7500, 12.058140,    24, 10000,    17,    10,
   24.5000,    0.0000,   -9.0000,   18.0000, 12.523470,    24, 10000,    16,     8,
   23.0000,    0.0000,  -10.1250,   20.2500, 12.361156,    24, 10000,    15,     6,
   21.5000,    0.0000,  -11.2500,   22.5000, 11.893057,    24, 10000,    14,     4,
   20.0000,    0.0000,  -12.3750,   24.7500, 10.728250,    24, 10000,    13,     2,
   36.5000,    0.0000,   -1.1250,    2.2500,118.472641,    25, 10000,    24,    23,
   35.0000,    0.0000,   -2.2500,    4.5000, 37.494820,    25, 10000,    23,    21,
   33.5000,    0.0000,   -3.3750,    6.7500, 12.462202,    25, 10000,    22,    19,
   32.0000,    0.0000,   -4.5000,    9.0000,  9.585065,    25, 10000,    21,    17,
   30.5000,    0.0000,   -5.6250,   11.2500, 10.908503,    25, 10000,    20,    15,
   29.0000,    0.0000,   -6.7500,   13.5000, 11.181675,    25, 10000,    19,    13,
   27.5000,    0.0000,   -7.8750,   15.7500, 12.319338,    25, 10000,    18,    11,
   26.0000,    0.0000,   -9.0000,   18.0000, 11.584646,    25, 10000,    17,     9,
   24.5000,    0.0000,  -10.1250,   20.2500, 10.880091,    25, 10000,    16,     7,
   23.0000,    0.0000,  -11.2500,   22.5000, 11.192595,    25, 10000,    15,     5,
   21.5000,    0.0000,  -12.3750,   24.7500, 10.130998,    25, 10000,    14,     3,
   20.0000,    0.0000,  -13.5000,   27.0000,  9.266211,    25, 10000,    13,     1,
   38.0000,    0.0000,   -1.1250,    2.2500,  3.381474,    26, 10000,    25,    24,
   36.5000,    0.0000,   -2.2500,    4.5000,  1.206250,    26, 10000,    24,    22,
   35.0000,    0.0000,   -3.3750,    6.7500,  0.527374,    26, 10000,    23,    20,
   33.5000,    0.0000,   -4.5000,    9.0000,  0.303409,    26, 10000,    22,    18,
   32.0000,    0.0000,   -5.6250,   11.2500,  0.149932,    26, 10000,    21,    16,
   30.5000,    0.0000,   -6.7500,   13.5000,  0.167474,    26, 10000,    20,    14,
   29.0000,    0.0000,   -7.8750,   15.7500,  0.141993,    26, 10000,    19,    12,
   27.5000,    0.0000,   -9.0000,   18.0000,  0.251772,    26, 10000,    18,    10,
   26.0000,    0.0000,  -10.1250,   20.2500,  0.475251,    26, 10000,    17,     8,
   24.5000,    0.0000,  -11.2500,   22.5000,  0.195066,    26, 10000,    16,     6,
   23.0000,    0.0000,  -12.3750,   24.7500,  0.089901,    26, 10000,    15,     4,
   21.5000,    0.0000,  -13.5000,   27.0000,  0.352574,    26, 10000,    14,     2,
   39.5000,    0.0000,   -1.1250,    2.2500, 17.962856,    27, 10000,    26,    25,
   38.0000,    0.0000,   -2.2500,    4.5000, 29.781366,    27, 10000,    25,    23,
   36.5000,    0.0000,   -3.3750,    6.7500, 13.099879,    27, 10000,    24,    21,
   35.0000,    0.0000,   -4.5000,    9.0000,  6.965173,    27, 10000,    23,    19,
   33.5000,    0.0000,   -5.6250,   11.2500,  5.844511,    27, 10000,    22,    17,
   32.0000,    0.0000,   -6.7500,   13.5000,  6.863943,    27, 10000,    21,    15,
   30.5000,    0.0000,   -7.8750,   15.7500,  7.860922,    27, 10000,    20,    13,
   29.0000,    0.0000,   -9.0000,   18.0000,  8.417003,    27, 10000,    19,    11,
   27.5000,    0.0000,  -10.1250,   20.2500,  8.202644,    27, 10000,    18,     9,
   26.0000,    0.0000,  -11.2500,   22.5000,  8.211864,    27, 10000,    17,     7,
   24.5000,    0.0000,  -12.3750,   24.7500,  7.537064,    27, 10000,    16,     5,
   23.0000,    0.0000,  -13.5000,   27.0000,  7.574188,    27, 10000,    15,     3,
   21.5000,    0.0000,  -14.6250,   29.2500,  7.073813,    27, 10000,    14,     1,
   41.0000,    0.0000,   -1.1250,    2.2500, 87.234131,    28, 10000,    27,    26,
   39.5000,    0.0000,   -2.2500,    4.5000,  3.588751,    28, 10000,    26,    24,
   38.0000,    0.0000,   -3.3750,    6.7500,  7.705372,    28, 10000,    25,    22,
   36.5000,    0.0000,   -4.5000,    9.0000,  4.973202,    28, 10000,    24,    20,
   35.0000,    0.0000,   -5.6250,   11.2500,  4.623744,    28, 10000,    23,    18,
   33.5000,    0.0000,   -6.7500,   13.5000,  4.431920,    28, 10000,    22,    16,
   32.0000,    0.0000,   -7.8750,   15.7500,  5.005127,    28, 10000,    21,    14,
   30.5000,    0.0000,   -9.0000,   18.0000,  5.546001,    28, 10000,    20,    12,
   29.0000,    0.0000,  -10.1250,   20.2500,  5.364423,    28, 10000,    19,    10,
   27.5000,    0.0000,  -11.2500,   22.5000,  5.275459,    28, 10000,    18,     8,
   26.0000,    0.0000,  -12.3750,   24.7500,  4.963316,    28, 10000,    17,     6,
   24.5000,    0.0000,  -13.5000,   27.0000,  5.028610,    28, 10000,    16,     4,
   23.0000,    0.0000,  -14.6250,   29.2500,  4.908138,    28, 10000,    15,     2,
   42.5000,    0.0000,   -1.1250,    2.2500,137.921982,    29, 10000,    28,    27,
   41.0000,    0.0000,   -2.2500,    4.5000, 33.163563,    29, 10000,    27,    25,
   39.5000,    0.0000,   -3.3750,    6.7500,  2.784057,    29, 10000,    26,    23,
   38.0000,    0.0000,   -4.5000,    9.0000,  4.045607,    29, 10000,    25,    21,
   36.5000,    0.0000,   -5.6250,   11.2500,  4.327305,    29, 10000,    24,    19,
   35.0000,    0.0000,   -6.7500,   13.5000,  4.828537,    29, 10000,    23,    17,
   33.5000,    0.0000,   -7.8750,   15.7500,  4.514401,    29, 10000,    22,    15,
   32.0000,    0.0000,   -9.0000,   18.0000,  5.075241,    29, 10000,    21,    13,
   30.5000,    0.0000,  -10.1250,   20.2500,  5.313492,    29, 10000,    20,    11,
   29.0000,    0.0000,  -11.2500,   22.5000,  5.063737,    29, 10000,    19,     9,
   27.5000,    0.0000,  -12.3750,   24.7500,  4.881447,    29, 10000,    18,     7,
   26.0000,    0.0000,  -13.5000,   27.0000,  4.511690,    29, 10000,    17,     5,
   24.5000,    0.0000,  -14.6250,   29.2500,  4.647965,    29, 10000,    16,     3,
   23.0000,    0.0000,  -15.7500,   31.5000,  4.623675,    29, 10000,    15,     1,
   44.0000,    0.0000,   -1.1250,    2.2500, 97.998192,    30, 10000,    29,    28,
   42.5000,    0.0000,   -2.2500,    4.5000, 59.658421,    30, 10000,    28,    26,
   41.0000,    0.0000,   -3.3750,    6.7500,  9.936973,    30, 10000,    27,    24,
   39.5000,    0.0000,   -4.5000,    9.0000,  3.175481,    30, 10000,    26,    22,
   38.0000,    0.0000,   -5.6250,   11.2500,  3.329259,    30, 10000,    25,    20,
   36.5000,    0.0000,   -6.7500,   13.5000,  5.186077,    30, 10000,    24,    18,
   35.0000,    0.0000,   -7.8750,   15.7500,  5.902260,    30, 10000,    23,    16,
   33.5000,    0.0000,   -9.0000,   18.0000,  5.695862,    30, 10000,    22,    14,
   32.0000,    0.0000,  -10.1250,   20.2500,  6.341015,    30, 10000,    21,    12,
   30.5000,    0.0000,  -11.2500,   22.5000,  6.501506,    30, 10000,    20,    10,
   29.0000,    0.0000,  -12.3750,   24.7500,  6.330529,    30, 10000,    19,     8,
   27.5000,    0.0000,  -13.5000,   27.0000,  6.205829,    30, 10000,    18,     6,
   26.0000,    0.0000,  -14.6250,   29.2500,  5.808122,    30, 10000,    17,     4,
   24.5000,    0.0000,  -15.7500,   31.5000,  5.528992,    30, 10000,    16,     2,
   45.5000,    0.0000,   -1.1250,    2.2500,118.392273,    31, 10000,    30,    29,
   44.0000,    0.0000,   -2.2500,    4.5000, 32.035847,    31, 10000,    29,    27,
   42.5000,    0.0000,   -3.3750,    6.7500, 11.961464,    31, 10000,    28,    25,
   41.0000,    0.0000,   -4.5000,    9.0000,  2.143365,    31, 10000,    27,    23,
   39.5000,    0.0000,   -5.6250,   11.2500,  2.802155,    31, 10000,    26,    21,
   38.0000,    0.0000,   -6.7500,   13.5000,  3.446086,    31, 10000,    25,    19,
   36.5000,    0.0000,   -7.8750,   15.7500,  5.620561,    31, 10000,    24,    17,
   35.0000,    0.0000,   -9.0000,   18.0000,  5.992681,    31, 10000,    23,    15,
   33.5000,    0.0000,  -10.1250,   20.2500,  5.811789,    31, 10000,    22,    13,
   32.0000,    0.0000,  -11.2500,   22.5000,  6.308867,    31, 10000,    21,    11,
   30.5000,    0.0000,  -12.3750,   24.7500,  6.314760,    31, 10000,    20,     9,
   29.0000,    0.0000,  -13.5000,   27.0000,  6.147616,    31, 10000,    19,     7,
   27.5000,    0.0000,  -14.6250,   29.2500,  6.118066,    31, 10000,    18,     5,
   26.0000,    0.0000,  -15.7500,   31.5000,  5.474108,    31, 10000,    17,     3,
   24.5000,    0.0000,  -16.8750,   33.7500,  5.445779,    31, 10000,    16,     1,
   47.0000,    0.0000,   -1.1250,    2.2500, 61.271111,    32, 10000,    31,    30,
   45.5000,    0.0000,   -2.2500,    4.5000, 46.171917,    32, 10000,    30,    28,
   44.0000,    0.0000,   -3.3750,    6.7500, 14.385216,    32, 10000,    29,    26,
   42.5000,    0.0000,   -4.5000,    9.0000,  3.039872,    32, 10000,    28,    24,
   41.0000,    0.0000,   -5.6250,   11.2500,  1.373809,    32, 10000,    27,    22,
   39.5000,    0.0000,   -6.7500,   13.5000,  3.760050,    32, 10000,    26,    20,
   38.0000,    0.0000,   -7.8750,   15.7500,  4.664362,    32, 10000,    25,    18,
   36.5000,    0.0000,   -9.0000,   18.0000,  7.219365,    32, 10000,    24,    16,
   35.0000,    0.0000,  -10.1250,   20.2500,  7.774059,    32, 10000,    23,    14,
   33.5000,    0.0000,  -11.2500,   22.5000,  7.575423,    32, 10000,    22,    12,
   32.0000,    0.0000,  -12.3750,   24.7500,  7.799655,    32, 10000,    21,    10,
   30.5000,    0.0000,  -13.5000,   27.0000,  8.057713,    32, 10000,    20,     8,
   29.0000,    0.0000,  -14.6250,   29.2500,  7.790966,    32, 10000,    19,     6,
   27.5000,    0.0000,  -15.7500,   31.5000,  7.498285,    32, 10000,    18,     4,
   26.0000,    0.0000,  -16.8750,   33.7500,  6.428257,    32, 10000,    17,     2,
   48.5000,    0.0000,   -1.1250,    2.2500, 35.234211,    33, 10000,    32,    31,
   47.0000,    0.0000,   -2.2500,    4.5000, 18.145504,    33, 10000,    31,    29,
   45.5000,    0.0000,   -3.3750,    6.7500, 10.701993,    33, 10000,    30,    27,
   44.0000,    0.0000,   -4.5000,    9.0000,  2.750052,    33, 10000,    29,    25,
   42.5000,    0.0000,   -5.6250,   11.2500,  1.545725,    33, 10000,    28,    23,
   41.0000,    0.0000,   -6.7500,   13.5000,  1.692369,    33, 10000,    27,    21,
   39.5000,    0.0000,   -7.8750,   15.7500,  0.583600,    33, 10000,    26,    19,
   38.0000,    0.0000,   -9.0000,   18.0000,  2.904581,    33, 10000,    25,    17,
   36.5000,    0.0000,  -10.1250,   20.2500,  3.609980,    33, 10000,    24,    15,
   35.0000,    0.0000,  -11.2500,   22.5000,  3.924314,    33, 10000,    23,    13,
   33.5000,    0.0000,  -12.3750,   24.7500,  3.323290,    33, 10000,    22,    11,
   32.0000,    0.0000,  -13.5000,   27.0000,  2.956433,    33, 10000,    21,     9,
   30.5000,    0.0000,  -14.6250,   29.2500,  2.370339,    33, 10000,    20,     7,
   29.0000,    0.0000,  -15.7500,   31.5000,  2.267848,    33, 10000,    19,     5,
   27.5000,    0.0000,  -16.8750,   33.7500,  2.437390,    33, 10000,    18,     3,
   26.0000,    0.0000,  -18.0000,   36.0000,  2.322371,    33, 10000,    17,     1,
   50.0000,    0.0000,   -1.1250,    2.2500, 44.224380,    34, 10000,    33,    32,
   48.5000,    0.0000,   -2.2500,    4.5000,117.093910,    34, 10000,    32,    30,
   47.0000,    0.0000,   -3.3750,    6.7500, 50.533237,    34, 10000,    31,    28,
   45.5000,    0.0000,   -4.5000,    9.0000, 30.387316,    34, 10000,    30,    26,
   44.0000,    0.0000,   -5.6250,   11.2500,  3.242381,    34, 10000,    29,    24,
   42.5000,    0.0000,   -6.7500,   13.5000,  1.296862,    34, 10000,    28,    22,
   41.0000,    0.0000,   -7.8750,   15.7500,  1.763014,    34, 10000,    27,    20,
   39.5000,    0.0000,   -9.0000,   18.0000,  5.414492,    34, 10000,    26,    18,
   38.0000,    0.0000,  -10.1250,   20.2500,  8.203109,    34, 10000,    25,    16,
   36.5000,    0.0000,  -11.2500,   22.5000, 11.479556,    34, 10000,    24,    14,
   35.0000,    0.0000,  -12.3750,   24.7500, 12.386269,    34, 10000,    23,    12,
   33.5000,    0.0000,  -13.5000,   27.0000, 11.099648,    34, 10000,    22,    10,
   32.0000,    0.0000,  -14.6250,   29.2500, 12.026933,    34, 10000,    21,     8,
   30.5000,    0.0000,  -15.7500,   31.5000, 12.056971,    34, 10000,    20,     6,
   29.0000,    0.0000,  -16.8750,   33.7500, 11.553425,    34, 10000,    19,     4,
   27.5000,    0.0000,  -18.0000,   36.0000, 10.277600,    34, 10000,    18,     2,
   51.5000,    0.0000,   -1.1250,    2.2500, 71.025299,    35, 10000,    34,    33,
   50.0000,    0.0000,   -2.2500,    4.5000, 15.273093,    35, 10000,    33,    31,
   48.5000,    0.0000,   -3.3750,    6.7500, 30.014837,    35, 10000,    32,    29,
   47.0000,    0.0000,   -4.5000,    9.0000, 11.401866,    35, 10000,    31,    27,
   45.5000,    0.0000,   -5.6250,   11.2500,  5.295616,    35, 10000,    30,    25,
   44.0000,    0.0000,   -6.7500,   13.5000,  0.005999,    35, 10000,    29,    23,
   42.5000,    0.0000,   -7.8750,   15.7500,  0.386113,    35, 10000,    28,    21,
   41.0000,    0.0000,   -9.0000,   18.0000,  2.018702,    35, 10000,    27,    19,
   39.5000,    0.0000,  -10.1250,   20.2500,  3.132938,    35, 10000,    26,    17,
   38.0000,    0.0000,  -11.2500,   22.5000,  6.821495,    35, 10000,    25,    15,
   36.5000,    0.0000,  -12.3750,   24.7500,  9.372282,    35, 10000,    24,    13,
   35.0000,    0.0000,  -13.5000,   27.0000, 10.164173,    35, 10000,    23,    11,
   33.5000,    0.0000,  -14.6250,   29.2500,  9.337150,    35, 10000,    22,     9,
   32.0000,    0.0000,  -15.7500,   31.5000,  9.535629,    35, 10000,    21,     7,
   30.5000,    0.0000,  -16.8750,   33.7500,  9.711102,    35, 10000,    20,     5,
   29.0000,    0.0000,  -18.0000,   36.0000,  9.149052,    35, 10000,    19,     3,
   27.5000,    0.0000,  -19.1250,   38.2500,  8.467128,    35, 10000,    18,     1,
   53.0000,    0.0000,   -1.1250,    2.2500,141.222504,    36, 10000,    35,    34,
   51.5000,    0.0000,   -2.2500,    4.5000, 67.701241,    36, 10000,    34,    32,
   50.0000,    0.0000,   -3.3750,    6.7500, 13.067668,    36, 10000,    33,    30,
   48.5000,    0.0000,   -4.5000,    9.0000, 21.769728,    36, 10000,    32,    28,
   47.0000,    0.0000,   -5.6250,   11.2500, 12.081452,    36, 10000,    31,    26,
   45.5000,    0.0000,   -6.7500,   13.5000,  2.613121,    36, 10000,    30,    24,
   44.0000,    0.0000,   -7.8750,   15.7500,  0.028709,    36, 10000,    29,    22,
   42.5000,    0.0000,   -9.0000,   18.0000,  0.263975,    36, 10000,    28,    20,
   41.0000,    0.0000,  -10.1250,   20.2500,  2.668985,    36, 10000,    27,    18,
   39.5000,    0.0000,  -11.2500,   22.5000,  4.014323,    36, 10000,    26,    16,
   38.0000,    0.0000,  -12.3750,   24.7500,  8.443650,    36, 10000,    25,    14,
   36.5000,    0.0000,  -13.5000,   27.0000, 11.752356,    36, 10000,    24,    12,
   35.0000,    0.0000,  -14.6250,   29.2500, 11.662538,    36, 10000,    23,    10,
   33.5000,    0.0000,  -15.7500,   31.5000, 11.055016,    36, 10000,    22,     8,
   32.0000,    0.0000,  -16.8750,   33.7500, 11.475988,    36, 10000,    21,     6,
   30.5000,    0.0000,  -18.0000,   36.0000, 11.563344,    36, 10000,    20,     4,
   29.0000,    0.0000,  -19.1250,   38.2500, 10.421341,    36, 10000,    19,     2,
   54.5000,    0.0000,   -1.1250,    2.2500,126.759766,    37, 10000,    36,    35,
   53.0000,    0.0000,   -2.2500,    4.5000,169.392319,    37, 10000,    35,    33,
   51.5000,    0.0000,   -3.3750,    6.7500, 83.501762,    37, 10000,    34,    31,
